discipline_title,event_title,slug_game,medal_type,country_name,value_unit
Athletics,Women's 4 x 400m Relay,beijing-2008,BRONZE,Belarus,00:03:28.450
Athletics,Men's 4 x 100m Relay,beijing-2008,GOLD,Trinidad and Tobago,00:00:38.060
Athletics,Men's 4 x 100m Relay,beijing-2008,SILVER,Japan,00:00:38.150
Athletics,Men's 4 x 100m Relay,beijing-2008,BRONZE,Brazil,00:00:38.240
Athletics,Men's 4 x 100m Relay,beijing-2008,BRONZE,Germany,00:00:38.580
Athletics,Men's 4 x 100m Relay,beijing-2008,BRONZE,Canada,00:00:38.660
Athletics,Men's 4 x 100m Relay,beijing-2008,BRONZE,Jamaica,00:00:38.660
Athletics,Men's 4 x 400m Relay,beijing-2008,GOLD,United States of America,00:02:55.390
Athletics,Men's 4 x 400m Relay,beijing-2008,SILVER,Bahamas,00:02:58.030
Athletics,Men's 4 x 400m Relay,beijing-2008,BRONZE,Great Britain,00:02:58.810
Athletics,Men's 4 x 400m Relay,beijing-2008,BRONZE,Belgium,00:02:59.370
Athletics,Men's 4 x 400m Relay,beijing-2008,BRONZE,Australia,00:03:0.020
Athletics,Men's 4 x 400m Relay,beijing-2008,BRONZE,Poland,00:03:0.320
Athletics,Men's 4 x 400m Relay,beijing-2008,BRONZE,Jamaica,00:03:1.450
Athletics,Men's 4 x 400m Relay,beijing-2008,BRONZE,Russian Federation,00:03:1.450
Swimming,Men's 4 x 200m Freestyle Relay,beijing-2008,GOLD,United States of America,00:06:58.560
Swimming,Men's 4 x 200m Freestyle Relay,beijing-2008,SILVER,Russian Federation,00:07:3.700
Swimming,Men's 4 x 200m Freestyle Relay,beijing-2008,BRONZE,Australia,00:07:4.980
Swimming,Men's 4 x 200m Freestyle Relay,beijing-2008,BRONZE,Italy,00:07:5.350
Swimming,Men's 4 x 200m Freestyle Relay,beijing-2008,BRONZE,Canada,00:07:5.770
Swimming,Men's 4 x 200m Freestyle Relay,beijing-2008,BRONZE,Great Britain,00:07:5.920
Swimming,Men's 4 x 200m Freestyle Relay,beijing-2008,BRONZE,Japan,00:07:10.310
Swimming,Men's 4 x 200m Freestyle Relay,beijing-2008,BRONZE,South Africa,00:07:13.020
Swimming,Men's 4 x 200m Freestyle Relay,beijing-2008,BRONZE,Austria,00:07:13.020
Swimming,Men's 4 x 200m Freestyle Relay,beijing-2008,BRONZE,People's Republic of China,00:07:13.020
Swimming,Men's 4 x 200m Freestyle Relay,beijing-2008,BRONZE,France,00:07:13.020
Swimming,Men's 4 x 200m Freestyle Relay,beijing-2008,BRONZE,Germany,00:07:13.020
Swimming,Men's 4 x 200m Freestyle Relay,beijing-2008,BRONZE,Hungary,00:07:13.020
Swimming,Men's 4 x 200m Freestyle Relay,beijing-2008,BRONZE,Poland,00:07:13.020
Swimming,Men's 4 x 200m Freestyle Relay,beijing-2008,BRONZE,Greece,00:07:13.020
Swimming,Men's 4 x 200m Freestyle Relay,beijing-2008,BRONZE,Brazil,00:07:13.020
Swimming,Men's 4 x 100m Freestyle Relay,beijing-2008,GOLD,Netherlands,00:03:33.760
Swimming,Men's 4 x 100m Freestyle Relay,beijing-2008,SILVER,United States of America,00:03:34.330
Swimming,Men's 4 x 100m Freestyle Relay,beijing-2008,BRONZE,Australia,00:03:35.050
Swimming,Men's 4 x 100m Freestyle Relay,beijing-2008,BRONZE,People's Republic of China,00:03:35.640
Swimming,Men's 4 x 100m Freestyle Relay,beijing-2008,BRONZE,Germany,00:03:36.850
Swimming,Men's 4 x 100m Freestyle Relay,beijing-2008,BRONZE,France,00:03:37.680
Swimming,Men's 4 x 100m Freestyle Relay,beijing-2008,BRONZE,Great Britain,00:03:38.180
Swimming,Men's 4 x 100m Freestyle Relay,beijing-2008,BRONZE,Canada,00:03:38.320
Swimming,Men's 4 x 100m Freestyle Relay,beijing-2008,BRONZE,Japan,00:03:38.320
Swimming,Men's 4 x 100m Freestyle Relay,beijing-2008,BRONZE,Italy,00:03:38.320
Swimming,Men's 4 x 100m Freestyle Relay,beijing-2008,BRONZE,Sweden,00:03:38.320
Swimming,Men's 4 x 100m Freestyle Relay,beijing-2008,BRONZE,Russian Federation,00:03:38.320
Swimming,Men's 4 x 100m Freestyle Relay,beijing-2008,BRONZE,Brazil,00:03:38.320
Swimming,Men's 4 x 100m Freestyle Relay,beijing-2008,BRONZE,Ukraine,00:03:38.320
Swimming,Men's 4 x 100m Freestyle Relay,beijing-2008,BRONZE,South Africa,00:03:38.320
Swimming,Men's 4 x 100m Freestyle Relay,beijing-2008,BRONZE,Belarus,00:03:38.320
Swimming,Women's 4 x 200m Freestyle Relay,beijing-2008,GOLD,Australia,00:07:44.310
Swimming,Women's 4 x 200m Freestyle Relay,beijing-2008,SILVER,People's Republic of China,00:07:45.930
Swimming,Women's 4 x 200m Freestyle Relay,beijing-2008,BRONZE,United States of America,00:07:46.330
Swimming,Women's 4 x 200m Freestyle Relay,beijing-2008,BRONZE,Italy,00:07:49.760
Swimming,Women's 4 x 200m Freestyle Relay,beijing-2008,BRONZE,France,00:07:50.660
Swimming,Women's 4 x 200m Freestyle Relay,beijing-2008,BRONZE,Hungary,00:07:55.530
Swimming,Women's 4 x 200m Freestyle Relay,beijing-2008,BRONZE,Japan,00:07:57.560
Swimming,Women's 4 x 200m Freestyle Relay,beijing-2008,BRONZE,Sweden,00:07:59.830
Swimming,Women's 4 x 200m Freestyle Relay,beijing-2008,BRONZE,Great Britain,00:07:59.830
Swimming,Women's 4 x 200m Freestyle Relay,beijing-2008,BRONZE,Canada,00:07:59.830
Swimming,Women's 4 x 200m Freestyle Relay,beijing-2008,BRONZE,Netherlands,00:07:59.830
Swimming,Women's 4 x 200m Freestyle Relay,beijing-2008,BRONZE,Germany,00:07:59.830
Swimming,Women's 4 x 200m Freestyle Relay,beijing-2008,BRONZE,Denmark,00:07:59.830
Swimming,Women's 4 x 200m Freestyle Relay,beijing-2008,BRONZE,Spain,00:07:59.830
Swimming,Women's 4 x 200m Freestyle Relay,beijing-2008,BRONZE,Poland,00:07:59.830
Swimming,Women's 4 x 200m Freestyle Relay,beijing-2008,BRONZE,New Zealand,00:07:59.830
Swimming,Men's 4 x 100m Freestyle Relay,beijing-2008,GOLD,United States of America,00:03:8.240
Swimming,Men's 4 x 100m Freestyle Relay,beijing-2008,SILVER,France,00:03:8.320
Swimming,Men's 4 x 100m Freestyle Relay,beijing-2008,BRONZE,Australia,00:03:9.910
Swimming,Men's 4 x 100m Freestyle Relay,beijing-2008,BRONZE,Italy,00:03:11.480
Swimming,Men's 4 x 100m Freestyle Relay,beijing-2008,BRONZE,Sweden,00:03:11.920
Swimming,Men's 4 x 100m Freestyle Relay,beijing-2008,BRONZE,Canada,00:03:12.260
Swimming,Men's 4 x 100m Freestyle Relay,beijing-2008,BRONZE,South Africa,00:03:12.660
Swimming,Men's 4 x 100m Freestyle Relay,beijing-2008,BRONZE,Great Britain,00:03:12.870
Swimming,Men's 4 x 100m Freestyle Relay,beijing-2008,BRONZE,Russian Federation,00:03:12.870
Swimming,Men's 4 x 100m Freestyle Relay,beijing-2008,BRONZE,Netherlands,00:03:12.870
Swimming,Men's 4 x 100m Freestyle Relay,beijing-2008,BRONZE,New Zealand,00:03:12.870
Swimming,Men's 4 x 100m Freestyle Relay,beijing-2008,BRONZE,People's Republic of China,00:03:12.870
Swimming,Men's 4 x 100m Freestyle Relay,beijing-2008,BRONZE,Switzerland,00:03:12.870
Swimming,Men's 4 x 100m Freestyle Relay,beijing-2008,BRONZE,Japan,00:03:12.870
Swimming,Men's 4 x 100m Freestyle Relay,beijing-2008,BRONZE,Germany,00:03:12.870
Swimming,Men's 4 x 100m Freestyle Relay,beijing-2008,BRONZE,Brazil,00:03:12.870
Athletics,Women's 4 x 400m Relay,athens-2004,GOLD,United States of America,00:03:19.010
Athletics,Women's 4 x 400m Relay,athens-2004,SILVER,Russian Federation,00:03:20.160
Athletics,Women's 4 x 400m Relay,athens-2004,BRONZE,Jamaica,00:03:22.000
Athletics,Women's 4 x 400m Relay,athens-2004,BRONZE,Great Britain,00:03:25.120
Athletics,Women's 4 x 400m Relay,athens-2004,BRONZE,Poland,00:03:25.220
Athletics,Women's 4 x 400m Relay,athens-2004,BRONZE,Romania,00:03:26.810
Athletics,Women's 4 x 400m Relay,athens-2004,BRONZE,India,00:03:28.510
Athletics,Women's 4 x 400m Relay,athens-2004,BRONZE,Greece,00:03:45.700
Athletics,Men's 4 x 100m Relay,athens-2004,GOLD,Great Britain,00:00:38.070
Athletics,Men's 4 x 100m Relay,athens-2004,SILVER,United States of America,00:00:38.080
Athletics,Men's 4 x 100m Relay,athens-2004,BRONZE,Nigeria,00:00:38.230
Athletics,Men's 4 x 100m Relay,athens-2004,BRONZE,Japan,00:00:38.490
Athletics,Men's 4 x 100m Relay,athens-2004,BRONZE,Poland,00:00:38.540
Athletics,Men's 4 x 100m Relay,athens-2004,BRONZE,Australia,00:00:38.560
Athletics,Men's 4 x 100m Relay,athens-2004,BRONZE,Trinidad and Tobago,00:00:38.600
Athletics,Men's 4 x 100m Relay,athens-2004,BRONZE,Brazil,00:00:38.670
Athletics,Men's 4 x 400m Relay,athens-2004,GOLD,United States of America,00:02:55.910
Athletics,Men's 4 x 400m Relay,athens-2004,SILVER,Australia,00:03:0.600
Athletics,Men's 4 x 400m Relay,athens-2004,BRONZE,Nigeria,00:03:0.900
Athletics,Men's 4 x 400m Relay,athens-2004,BRONZE,Japan,00:03:0.990
Athletics,Men's 4 x 400m Relay,athens-2004,BRONZE,Great Britain,00:03:1.070
Athletics,Men's 4 x 400m Relay,athens-2004,BRONZE,Bahamas,00:03:1.880
Athletics,Men's 4 x 400m Relay,athens-2004,BRONZE,Germany,00:03:2.220
Athletics,Men's 4 x 400m Relay,athens-2004,BRONZE,Botswana,00:03:2.490
Athletics,Women's 4 x 100m Relay,athens-2004,GOLD,Jamaica,00:00:41.730
Athletics,Women's 4 x 100m Relay,athens-2004,SILVER,Russian Federation,00:00:42.270
Athletics,Women's 4 x 100m Relay,athens-2004,BRONZE,France,00:00:42.540
Athletics,Women's 4 x 100m Relay,athens-2004,BRONZE,Bahamas,00:00:42.690
Athletics,Women's 4 x 100m Relay,athens-2004,BRONZE,Belarus,00:00:42.940
Athletics,Women's 4 x 100m Relay,athens-2004,BRONZE,Belgium,00:00:43.110
Athletics,Women's 4 x 100m Relay,athens-2004,BRONZE,Nigeria,00:00:43.420
Swimming,Men's 4 x 100m Freestyle Relay,athens-2004,GOLD,Australia,00:03:35.940
Swimming,Men's 4 x 100m Freestyle Relay,athens-2004,SILVER,United States of America,00:03:36.390
Swimming,Men's 4 x 100m Freestyle Relay,athens-2004,BRONZE,Netherlands,00:03:37.590
Swimming,Men's 4 x 100m Freestyle Relay,athens-2004,BRONZE,Germany,00:03:37.940
Swimming,Men's 4 x 100m Freestyle Relay,athens-2004,BRONZE,France,00:03:40.230
Swimming,Men's 4 x 100m Freestyle Relay,athens-2004,BRONZE,Great Britain,00:03:40.820
Swimming,Men's 4 x 100m Freestyle Relay,athens-2004,BRONZE,Sweden,00:03:41.220
Swimming,Men's 4 x 100m Freestyle Relay,athens-2004,BRONZE,People's Republic of China,00:03:42.900
Swimming,Men's 4 x 100m Freestyle Relay,athens-2004,BRONZE,Republic of Korea,00:03:42.900
Swimming,Men's 4 x 100m Freestyle Relay,athens-2004,BRONZE,Italy,00:03:42.900
Swimming,Men's 4 x 100m Freestyle Relay,athens-2004,BRONZE,Belarus,00:03:42.900
Swimming,Men's 4 x 100m Freestyle Relay,athens-2004,BRONZE,Brazil,00:03:42.900
Swimming,Men's 4 x 100m Freestyle Relay,athens-2004,BRONZE,Czech Republic,00:03:42.900
Swimming,Men's 4 x 100m Freestyle Relay,athens-2004,BRONZE,Spain,00:03:42.900
Swimming,Men's 4 x 100m Freestyle Relay,athens-2004,BRONZE,Switzerland,00:03:42.900
Swimming,Men's 4 x 100m Freestyle Relay,athens-2004,BRONZE,Greece,00:03:42.900
Swimming,Men's 4 x 100m Freestyle Relay,athens-2004,GOLD,South Africa,00:03:13.170
Swimming,Men's 4 x 100m Freestyle Relay,athens-2004,SILVER,Netherlands,00:03:14.360
Swimming,Men's 4 x 100m Freestyle Relay,athens-2004,BRONZE,United States of America,00:03:14.620
Swimming,Men's 4 x 100m Freestyle Relay,athens-2004,BRONZE,Russian Federation,00:03:15.750
Swimming,Men's 4 x 100m Freestyle Relay,athens-2004,BRONZE,Italy,00:03:15.750
Swimming,Men's 4 x 100m Freestyle Relay,athens-2004,BRONZE,Australia,00:03:15.770
Swimming,Men's 4 x 100m Freestyle Relay,athens-2004,BRONZE,France,00:03:16.230
Swimming,Men's 4 x 100m Freestyle Relay,athens-2004,BRONZE,Germany,00:03:17.180
Swimming,Men's 4 x 100m Freestyle Relay,athens-2004,BRONZE,Canada,00:03:17.180
Swimming,Men's 4 x 100m Freestyle Relay,athens-2004,BRONZE,Ukraine,00:03:17.180
Swimming,Men's 4 x 100m Freestyle Relay,athens-2004,BRONZE,Lithuania,00:03:17.180
Swimming,Men's 4 x 100m Freestyle Relay,athens-2004,BRONZE,Croatia,00:03:17.180
Swimming,Men's 4 x 100m Freestyle Relay,athens-2004,BRONZE,Greece,00:03:17.180
Swimming,Men's 4 x 100m Freestyle Relay,athens-2004,BRONZE,People's Republic of China,00:03:17.180
Swimming,Men's 4 x 100m Freestyle Relay,athens-2004,BRONZE,Sweden,00:03:17.180
Swimming,Men's 4 x 200m Freestyle Relay,athens-2004,GOLD,United States of America,00:07:7.330
Swimming,Men's 4 x 200m Freestyle Relay,athens-2004,SILVER,Australia,00:07:7.460
Swimming,Men's 4 x 200m Freestyle Relay,athens-2004,BRONZE,Italy,00:07:11.830
Swimming,Men's 4 x 200m Freestyle Relay,athens-2004,BRONZE,Great Britain,00:07:12.600
Swimming,Men's 4 x 200m Freestyle Relay,athens-2004,BRONZE,Canada,00:07:13.330
Swimming,Men's 4 x 200m Freestyle Relay,athens-2004,BRONZE,Germany,00:07:16.510
Swimming,Men's 4 x 200m Freestyle Relay,athens-2004,BRONZE,France,00:07:17.430
Swimming,Men's 4 x 200m Freestyle Relay,athens-2004,BRONZE,Greece,00:07:23.020
Swimming,Men's 4 x 200m Freestyle Relay,athens-2004,BRONZE,Brazil,00:07:23.020
Swimming,Men's 4 x 200m Freestyle Relay,athens-2004,BRONZE,People's Republic of China,00:07:23.020
Swimming,Men's 4 x 200m Freestyle Relay,athens-2004,BRONZE,Russian Federation,00:07:23.020
Swimming,Men's 4 x 200m Freestyle Relay,athens-2004,BRONZE,Ukraine,00:07:23.020
Swimming,Men's 4 x 200m Freestyle Relay,athens-2004,BRONZE,Czech Republic,00:07:23.020
Swimming,Men's 4 x 200m Freestyle Relay,athens-2004,BRONZE,Portugal,00:07:23.020
Swimming,Men's 4 x 200m Freestyle Relay,athens-2004,BRONZE,Mexico,00:07:23.020
Swimming,Men's 4 x 200m Freestyle Relay,athens-2004,BRONZE,Hungary,00:07:23.020
Swimming,Women's 4 x 200m Freestyle Relay,athens-2004,GOLD,United States of America,00:07:53.420
Swimming,Women's 4 x 200m Freestyle Relay,athens-2004,SILVER,People's Republic of China,00:07:55.970
Swimming,Women's 4 x 200m Freestyle Relay,athens-2004,BRONZE,Germany,00:07:57.350
Swimming,Women's 4 x 200m Freestyle Relay,athens-2004,BRONZE,Australia,00:07:57.400
Swimming,Women's 4 x 200m Freestyle Relay,athens-2004,BRONZE,Great Britain,00:07:59.110
Swimming,Women's 4 x 200m Freestyle Relay,athens-2004,BRONZE,Spain,00:08:2.110
Swimming,Women's 4 x 200m Freestyle Relay,athens-2004,BRONZE,Brazil,00:08:5.290
Swimming,Women's 4 x 200m Freestyle Relay,athens-2004,BRONZE,Sweden,00:08:8.340
Swimming,Women's 4 x 200m Freestyle Relay,athens-2004,BRONZE,Netherlands,00:08:8.340
Swimming,Women's 4 x 200m Freestyle Relay,athens-2004,BRONZE,France,00:08:8.340
Swimming,Women's 4 x 200m Freestyle Relay,athens-2004,BRONZE,Romania,00:08:8.340
Swimming,Women's 4 x 200m Freestyle Relay,athens-2004,BRONZE,Switzerland,00:08:8.340
Swimming,Women's 4 x 200m Freestyle Relay,athens-2004,BRONZE,New Zealand,00:08:8.340
Swimming,Women's 4 x 200m Freestyle Relay,athens-2004,BRONZE,Italy,00:08:8.340
Swimming,Women's 4 x 200m Freestyle Relay,athens-2004,BRONZE,Greece,00:08:8.340
Swimming,Women's 4 x 200m Freestyle Relay,athens-2004,BRONZE,Slovenia,00:08:8.340
Athletics,Men's 4 x 400m Relay,sydney-2000,GOLD,Nigeria,00:02:58.680
Athletics,Men's 4 x 400m Relay,sydney-2000,SILVER,Jamaica,00:02:58.780
Athletics,Men's 4 x 400m Relay,sydney-2000,BRONZE,Bahamas,00:02:59.230
Athletics,Men's 4 x 400m Relay,sydney-2000,BRONZE,France,00:03:1.020
Athletics,Men's 4 x 400m Relay,sydney-2000,BRONZE,Great Britain,00:03:1.220
Athletics,Men's 4 x 400m Relay,sydney-2000,BRONZE,Poland,00:03:3.220
Athletics,Men's 4 x 400m Relay,sydney-2000,BRONZE,Australia,00:03:3.910
Athletics,Men's 4 x 400m Relay,sydney-2000,BRONZE,United States of America,00:03:3.910
Athletics,Women's 4 x 400m Relay,sydney-2000,GOLD,United States of America,00:03:22.620
Athletics,Women's 4 x 400m Relay,sydney-2000,SILVER,Jamaica,00:03:23.250
Athletics,Women's 4 x 400m Relay,sydney-2000,BRONZE,Russian Federation,00:03:23.460
Athletics,Women's 4 x 400m Relay,sydney-2000,BRONZE,Nigeria,00:03:23.800
Athletics,Women's 4 x 400m Relay,sydney-2000,BRONZE,Australia,00:03:23.810
Athletics,Women's 4 x 400m Relay,sydney-2000,BRONZE,Great Britain,00:03:25.670
Athletics,Women's 4 x 400m Relay,sydney-2000,BRONZE,Czech Republic,00:03:29.170
Athletics,Women's 4 x 400m Relay,sydney-2000,BRONZE,Cuba,00:03:29.470
Athletics,Women's 4 x 100m Relay,sydney-2000,GOLD,Bahamas,00:00:41.950
Athletics,Women's 4 x 100m Relay,sydney-2000,SILVER,Jamaica,00:00:42.130
Athletics,Women's 4 x 100m Relay,sydney-2000,BRONZE,United States of America,00:00:42.200
Athletics,Women's 4 x 100m Relay,sydney-2000,BRONZE,France,00:00:42.420
Athletics,Women's 4 x 100m Relay,sydney-2000,BRONZE,Russian Federation,00:00:43.020
Athletics,Women's 4 x 100m Relay,sydney-2000,BRONZE,Germany,00:00:43.110
Athletics,Women's 4 x 100m Relay,sydney-2000,BRONZE,Nigeria,00:00:44.050
Athletics,Women's 4 x 100m Relay,sydney-2000,BRONZE,People's Republic of China,00:00:44.870
Athletics,Men's 4 x 100m Relay,sydney-2000,GOLD,United States of America,00:00:37.610
Athletics,Men's 4 x 100m Relay,sydney-2000,SILVER,Brazil,00:00:37.900
Athletics,Men's 4 x 100m Relay,sydney-2000,BRONZE,Cuba,00:00:38.040
Athletics,Men's 4 x 100m Relay,sydney-2000,BRONZE,Jamaica,00:00:38.200
Athletics,Men's 4 x 100m Relay,sydney-2000,BRONZE,France,00:00:38.490
Athletics,Men's 4 x 100m Relay,sydney-2000,BRONZE,Japan,00:00:38.660
Athletics,Men's 4 x 100m Relay,sydney-2000,BRONZE,Italy,00:00:38.670
Athletics,Men's 4 x 100m Relay,sydney-2000,BRONZE,Poland,00:00:38.960
Swimming,Men's 4 x 100m Freestyle Relay,sydney-2000,GOLD,United States of America,00:03:36.610
Swimming,Men's 4 x 100m Freestyle Relay,sydney-2000,SILVER,Netherlands,00:03:39.830
Swimming,Men's 4 x 100m Freestyle Relay,sydney-2000,BRONZE,Sweden,00:03:40.300
Swimming,Men's 4 x 100m Freestyle Relay,sydney-2000,BRONZE,Germany,00:03:40.310
Swimming,Men's 4 x 100m Freestyle Relay,sydney-2000,BRONZE,Great Britain,00:03:40.540
Swimming,Men's 4 x 100m Freestyle Relay,sydney-2000,BRONZE,Australia,00:03:40.910
Swimming,Men's 4 x 100m Freestyle Relay,sydney-2000,BRONZE,Canada,00:03:42.920
Swimming,Men's 4 x 100m Freestyle Relay,sydney-2000,BRONZE,Italy,00:03:44.490
Swimming,Men's 4 x 100m Freestyle Relay,sydney-2000,BRONZE,People's Republic of China,00:03:44.490
Swimming,Men's 4 x 100m Freestyle Relay,sydney-2000,BRONZE,Russian Federation,00:03:44.490
Swimming,Men's 4 x 100m Freestyle Relay,sydney-2000,BRONZE,Belgium,00:03:44.490
Swimming,Men's 4 x 100m Freestyle Relay,sydney-2000,BRONZE,Romania,00:03:44.490
Swimming,Men's 4 x 100m Freestyle Relay,sydney-2000,BRONZE,Ukraine,00:03:44.490
Swimming,Men's 4 x 200m Freestyle Relay,sydney-2000,GOLD,Australia,00:07:7.050
Swimming,Men's 4 x 200m Freestyle Relay,sydney-2000,SILVER,United States of America,00:07:12.640
Swimming,Men's 4 x 200m Freestyle Relay,sydney-2000,BRONZE,Netherlands,00:07:12.700
Swimming,Men's 4 x 200m Freestyle Relay,sydney-2000,BRONZE,Italy,00:07:12.910
Swimming,Men's 4 x 200m Freestyle Relay,sydney-2000,BRONZE,Great Britain,00:07:12.980
Swimming,Men's 4 x 200m Freestyle Relay,sydney-2000,BRONZE,Germany,00:07:20.190
Swimming,Men's 4 x 200m Freestyle Relay,sydney-2000,BRONZE,Canada,00:07:21.920
Swimming,Men's 4 x 200m Freestyle Relay,sydney-2000,BRONZE,Russian Federation,00:07:24.370
Swimming,Men's 4 x 200m Freestyle Relay,sydney-2000,BRONZE,Romania,00:07:24.370
Swimming,Men's 4 x 200m Freestyle Relay,sydney-2000,BRONZE,Hungary,00:07:24.370
Swimming,Men's 4 x 200m Freestyle Relay,sydney-2000,BRONZE,Denmark,00:07:24.370
Swimming,Men's 4 x 200m Freestyle Relay,sydney-2000,BRONZE,Belarus,00:07:24.370
Swimming,Men's 4 x 200m Freestyle Relay,sydney-2000,BRONZE,Brazil,00:07:24.370
Swimming,Men's 4 x 200m Freestyle Relay,sydney-2000,BRONZE,Ukraine,00:07:24.370
Swimming,Men's 4 x 200m Freestyle Relay,sydney-2000,BRONZE,Greece,00:07:24.370
Swimming,Men's 4 x 200m Freestyle Relay,sydney-2000,BRONZE,Kyrgyzstan,00:07:24.370
Swimming,Women's 4 x 200m Freestyle Relay,sydney-2000,GOLD,United States of America,00:07:57.800
Swimming,Women's 4 x 200m Freestyle Relay,sydney-2000,SILVER,Australia,00:07:58.520
Swimming,Women's 4 x 200m Freestyle Relay,sydney-2000,BRONZE,Germany,00:07:58.640
Swimming,Women's 4 x 200m Freestyle Relay,sydney-2000,BRONZE,Romania,00:08:1.630
Swimming,Women's 4 x 200m Freestyle Relay,sydney-2000,BRONZE,Canada,00:08:2.650
Swimming,Women's 4 x 200m Freestyle Relay,sydney-2000,BRONZE,Great Britain,00:08:3.690
Swimming,Women's 4 x 200m Freestyle Relay,sydney-2000,BRONZE,Italy,00:08:4.680
Swimming,Women's 4 x 200m Freestyle Relay,sydney-2000,BRONZE,France,00:08:5.990
Swimming,Women's 4 x 200m Freestyle Relay,sydney-2000,BRONZE,People's Republic of China,00:08:5.990
Swimming,Women's 4 x 200m Freestyle Relay,sydney-2000,BRONZE,Russian Federation,00:08:5.990
Swimming,Women's 4 x 200m Freestyle Relay,sydney-2000,BRONZE,Netherlands,00:08:5.990
Swimming,Women's 4 x 200m Freestyle Relay,sydney-2000,BRONZE,Belgium,00:08:5.990
Swimming,Women's 4 x 200m Freestyle Relay,sydney-2000,BRONZE,Spain,00:08:5.990
Swimming,Women's 4 x 200m Freestyle Relay,sydney-2000,BRONZE,Kyrgyzstan,00:08:5.990
Swimming,Women's 4 x 200m Freestyle Relay,sydney-2000,BRONZE,Ukraine,00:08:5.990
Swimming,Men's 4 x 100m Freestyle Relay,sydney-2000,GOLD,Australia,00:03:13.670
Swimming,Men's 4 x 100m Freestyle Relay,sydney-2000,SILVER,United States of America,00:03:13.860
Swimming,Men's 4 x 100m Freestyle Relay,sydney-2000,BRONZE,Brazil,00:03:17.400
Swimming,Men's 4 x 100m Freestyle Relay,sydney-2000,BRONZE,Germany,00:03:17.770
Swimming,Men's 4 x 100m Freestyle Relay,sydney-2000,BRONZE,Italy,00:03:17.850
Swimming,Men's 4 x 100m Freestyle Relay,sydney-2000,BRONZE,Sweden,00:03:19.600
Swimming,Men's 4 x 100m Freestyle Relay,sydney-2000,BRONZE,France,00:03:21.000
Swimming,Men's 4 x 100m Freestyle Relay,sydney-2000,BRONZE,Russian Federation,00:03:21.000
Swimming,Men's 4 x 100m Freestyle Relay,sydney-2000,BRONZE,Great Britain,00:03:21.000
Swimming,Men's 4 x 100m Freestyle Relay,sydney-2000,BRONZE,Belarus,00:03:21.000
Swimming,Men's 4 x 100m Freestyle Relay,sydney-2000,BRONZE,South Africa,00:03:21.000
Swimming,Men's 4 x 100m Freestyle Relay,sydney-2000,BRONZE,Ukraine,00:03:21.000
Swimming,Men's 4 x 100m Freestyle Relay,sydney-2000,BRONZE,Canada,00:03:21.000
Swimming,Men's 4 x 100m Freestyle Relay,sydney-2000,BRONZE,Israel,00:03:21.000
Swimming,Men's 4 x 100m Freestyle Relay,sydney-2000,BRONZE,Spain,00:03:21.000
Swimming,Men's 4 x 100m Freestyle Relay,sydney-2000,BRONZE,Lithuania,00:03:21.000
Swimming,Men's 4 x 100m Freestyle Relay,sydney-2000,BRONZE,Venezuela,00:03:21.000
Swimming,Men's 4 x 100m Freestyle Relay,sydney-2000,BRONZE,Denmark,00:03:21.000
Swimming,Men's 4 x 100m Freestyle Relay,sydney-2000,BRONZE,Croatia,00:03:21.000
Swimming,Men's 4 x 100m Freestyle Relay,sydney-2000,BRONZE,Kyrgyzstan,00:03:21.000
Swimming,Men's 4 x 100m Freestyle Relay,sydney-2000,BRONZE,Kazakhstan,00:03:21.000
Swimming,Men's 4 x 100m Freestyle Relay,sydney-2000,BRONZE,Netherlands,00:03:21.000
Swimming,Men's 4 x 100m Freestyle Relay,sydney-2000,BRONZE,Uzbekistan,00:03:21.000
Athletics,Women's 4 x 100m Relay,atlanta-1996,GOLD,United States of America,00:00:41.950
Athletics,Women's 4 x 100m Relay,atlanta-1996,SILVER,Bahamas,00:00:42.140
Athletics,Women's 4 x 100m Relay,atlanta-1996,BRONZE,Jamaica,00:00:42.240
Athletics,Women's 4 x 100m Relay,atlanta-1996,BRONZE,Russian Federation,00:00:42.270
Athletics,Women's 4 x 100m Relay,atlanta-1996,BRONZE,Nigeria,00:00:42.560
Athletics,Women's 4 x 100m Relay,atlanta-1996,BRONZE,France,00:00:42.760
Athletics,Women's 4 x 100m Relay,atlanta-1996,BRONZE,Australia,00:00:43.700
Athletics,Women's 4 x 100m Relay,atlanta-1996,BRONZE,Great Britain,00:00:43.930
Athletics,Women's 4 x 400m Relay,atlanta-1996,GOLD,United States of America,00:03:20.910
Athletics,Women's 4 x 400m Relay,atlanta-1996,SILVER,Nigeria,00:03:21.040
Athletics,Women's 4 x 400m Relay,atlanta-1996,BRONZE,Germany,00:03:21.140
Athletics,Women's 4 x 400m Relay,atlanta-1996,BRONZE,Jamaica,00:03:21.690
Athletics,Women's 4 x 400m Relay,atlanta-1996,BRONZE,Russian Federation,00:03:22.220
Athletics,Women's 4 x 400m Relay,atlanta-1996,BRONZE,Cuba,00:03:25.850
Athletics,Women's 4 x 400m Relay,atlanta-1996,BRONZE,Czech Republic,00:03:26.990
Athletics,Women's 4 x 400m Relay,atlanta-1996,BRONZE,France,00:03:28.460
Athletics,Men's 4 x 100m Relay,atlanta-1996,GOLD,Canada,00:00:37.690
Athletics,Men's 4 x 100m Relay,atlanta-1996,SILVER,United States of America,00:00:38.050
