Medal_ID,Race_id,event_title,country_name,value_unit,medal_type
8044,1044,Men's 4 x 100m Relay,People's Republic of China,00:37.1,BRONZE
8045,1045,Men's 4 x 100m Relay,Jamaica,00:37.1,BRONZE
8046,1046,Men's 4 x 100m Relay,Germany,00:38.0,BRONZE
8047,1047,Men's 4 x 100m Relay,Japan,00:38.0,BRONZE
8048,1048,Men's 4 x 100m Relay,Ghana,00:38.0,BRONZE
8049,1049,Men's 4 x 400m Relay,United States of America,02:57.8,GOLD
8050,1050,Men's 4 x 400m Relay,Netherlands,02:59.1,SILVER
8051,1051,Men's 4 x 400m Relay,Botswana,02:58.3,BRONZE
8052,1052,Men's 4 x 400m Relay,Belgium,02:59.4,BRONZE
8053,1053,Men's 4 x 400m Relay,Poland,02:58.5,BRONZE
8054,1054,Men's 4 x 400m Relay,Jamaica,02:59.3,BRONZE
8055,1055,Men's 4 x 400m Relay,Italy,02:58.9,BRONZE
8056,1056,Men's 4 x 400m Relay,Trinidad and Tobago,02:58.6,BRONZE
8057,1057,Men's 4 x 200m Freestyle Relay,Great Britain,07:03.3,GOLD
8058,1058,Men's 4 x 200m Freestyle Relay,ROC,07:05.2,SILVER
8059,1059,Men's 4 x 200m Freestyle Relay,Australia,07:05.0,BRONZE
8060,1060,Men's 4 x 200m Freestyle Relay,United States of America,07:05.6,BRONZE
8061,1061,Men's 4 x 200m Freestyle Relay,Italy,07:05.1,BRONZE
8062,1062,Men's 4 x 200m Freestyle Relay,Switzerland,07:06.6,BRONZE
8063,1063,Men's 4 x 200m Freestyle Relay,Germany,07:06.8,BRONZE
8064,1064,Men's 4 x 200m Freestyle Relay,Brazil,07:07.7,BRONZE
8065,1065,Women's 4 x 100m Freestyle Relay,Australia,03:31.7,GOLD
8066,1066,Women's 4 x 100m Freestyle Relay,Canada,03:33.7,SILVER
8067,1067,Women's 4 x 100m Freestyle Relay,United States of America,03:34.8,BRONZE
8068,1068,Women's 4 x 100m Freestyle Relay,Netherlands,03:33.5,BRONZE
8069,1069,Women's 4 x 100m Freestyle Relay,Great Britain,03:34.0,BRONZE
8070,1070,Women's 4 x 100m Freestyle Relay,Sweden,03:35.9,BRONZE
8071,1071,Women's 4 x 100m Freestyle Relay,People's Republic of China,03:35.1,BRONZE
8072,1072,Women's 4 x 100m Freestyle Relay,Denmark,03:35.6,BRONZE
8073,1073,Men's 4 x 100m Freestyle Relay,United States of America,03:11.3,GOLD
8074,1074,Men's 4 x 100m Freestyle Relay,Italy,03:10.3,SILVER
8075,1075,Men's 4 x 100m Freestyle Relay,Australia,03:11.9,BRONZE
8076,1076,Men's 4 x 100m Freestyle Relay,Canada,03:13.0,BRONZE
8077,1077,Men's 4 x 100m Freestyle Relay,Hungary,03:12.7,BRONZE
8078,1078,Men's 4 x 100m Freestyle Relay,France,03:12.4,BRONZE
8079,1079,Men's 4 x 100m Freestyle Relay,ROC,03:13.1,BRONZE
8080,1080,Men's 4 x 100m Freestyle Relay,Brazil,03:12.6,BRONZE
8081,1081,Women's 4 x 200m Freestyle Relay,People's Republic of China,07:49.0,GOLD
8082,1082,Women's 4 x 200m Freestyle Relay,United States of America,07:47.6,SILVER
8083,1083,Women's 4 x 200m Freestyle Relay,Australia,07:44.6,BRONZE
8084,1084,Women's 4 x 200m Freestyle Relay,Canada,07:51.5,BRONZE
8085,1085,Women's 4 x 200m Freestyle Relay,ROC,07:52.0,BRONZE
8086,1086,Women's 4 x 200m Freestyle Relay,Germany,07:52.1,BRONZE
8087,1087,Women's 4 x 200m Freestyle Relay,Hungary,07:56.2,BRONZE
8088,1088,Women's 4 x 200m Freestyle Relay,France,07:55.1,BRONZE
8089,1089,Women's 4 x 400m Relay,United States of America,03:19.1,GOLD
8090,1090,Women's 4 x 400m Relay,Jamaica,03:20.3,SILVER
8091,1091,Women's 4 x 400m Relay,Great Britain,03:25.9,BRONZE
8092,1092,Women's 4 x 400m Relay,Canada,03:26.4,BRONZE
8093,1093,Women's 4 x 400m Relay,Italy,03:27.1,BRONZE
8094,1094,Women's 4 x 400m Relay,Poland,03:27.3,BRONZE
8095,1095,Women's 4 x 400m Relay,Australia,03:27.4,BRONZE
8096,1096,Women's 4 x 400m Relay,Ukraine,03:27.4,BRONZE
8097,1097,Women's 4 x 400m Relay,India,03:27.4,BRONZE
8098,1098,Men's 4 x 400m Relay,United States of America,02:57.3,GOLD
8099,1099,Men's 4 x 400m Relay,Jamaica,02:58.2,SILVER
8100,1100,Men's 4 x 400m Relay,Bahamas,02:58.5,BRONZE
8101,1101,Men's 4 x 400m Relay,Belgium,02:58.5,BRONZE
8102,1102,Men's 4 x 400m Relay,Botswana,02:59.1,BRONZE
8103,1103,Men's 4 x 400m Relay,Cuba,02:59.5,BRONZE
8104,1104,Men's 4 x 400m Relay,Poland,03:00.5,BRONZE
8105,1105,Men's 4 x 400m Relay,Brazil,03:03.3,BRONZE
8106,1106,Men's 4 x 400m Relay,Trinidad and Tobago,03:03.3,BRONZE
8107,1107,Men's 4 x 400m Relay,Great Britain,03:03.3,BRONZE
8108,1108,Men's 4 x 400m Relay,India,03:03.3,BRONZE
8109,1109,Women's 4 x 100m Relay,United States of America,00:41.0,GOLD
8110,1110,Women's 4 x 100m Relay,Jamaica,00:41.4,SILVER
8111,1111,Women's 4 x 100m Relay,Great Britain,00:41.8,BRONZE
8112,1112,Women's 4 x 100m Relay,Germany,00:42.1,BRONZE
8113,1113,Women's 4 x 100m Relay,Trinidad and Tobago,00:42.1,BRONZE
8114,1114,Women's 4 x 100m Relay,Canada,00:43.1,BRONZE
8115,1115,Women's 4 x 100m Relay,Nigeria,00:43.2,BRONZE
8116,1116,Women's 4 x 100m Relay,Ukraine,00:43.2,BRONZE
8117,1117,Men's 4 x 100m Relay,Jamaica,00:37.3,GOLD
8118,1118,Men's 4 x 100m Relay,Japan,00:37.6,SILVER
8119,1119,Men's 4 x 100m Relay,Canada,00:37.6,BRONZE
8120,1120,Men's 4 x 100m Relay,People's Republic of China,00:37.9,BRONZE
8121,1121,Men's 4 x 100m Relay,Great Britain,00:38.0,BRONZE
8122,1122,Men's 4 x 100m Relay,Brazil,00:38.4,BRONZE
8123,1123,Men's 4 x 200m Freestyle Relay,United States of America,07:00.7,GOLD
8124,1124,Men's 4 x 200m Freestyle Relay,Great Britain,07:03.1,SILVER
8125,1125,Men's 4 x 200m Freestyle Relay,Japan,07:03.5,BRONZE
8126,1126,Men's 4 x 200m Freestyle Relay,Australia,07:04.2,BRONZE
8127,1127,Men's 4 x 200m Freestyle Relay,Russian Federation,07:05.7,BRONZE
8128,1128,Men's 4 x 200m Freestyle Relay,Germany,07:07.3,BRONZE
