Race_id,discipline_title,event_title,slug_game,medal_type,country_name,value_unit
1573,Athletics,Women's 4 x 100m Relay,atlanta-1996,BRONZE,Russian Federation,00:42.3
1574,Athletics,Women's 4 x 100m Relay,atlanta-1996,BRONZE,Nigeria,00:42.6
1575,Athletics,Women's 4 x 100m Relay,atlanta-1996,BRONZE,France,00:42.8
1576,Athletics,Women's 4 x 100m Relay,atlanta-1996,BRONZE,Australia,00:43.7
1577,Athletics,Women's 4 x 100m Relay,atlanta-1996,BRONZE,Great Britain,00:43.9
1578,Athletics,Women's 4 x 400m Relay,atlanta-1996,GOLD,United States of America,03:20.9
1579,Athletics,Women's 4 x 400m Relay,atlanta-1996,SILVER,Nigeria,03:21.0
1580,Athletics,Women's 4 x 400m Relay,atlanta-1996,BRONZE,Germany,03:21.1
1581,Athletics,Women's 4 x 400m Relay,atlanta-1996,BRONZE,Jamaica,03:21.7
1582,Athletics,Women's 4 x 400m Relay,atlanta-1996,BRONZE,Russian Federation,03:22.2
1583,Athletics,Women's 4 x 400m Relay,atlanta-1996,BRONZE,Cuba,03:25.8
1584,Athletics,Women's 4 x 400m Relay,atlanta-1996,BRONZE,Czech Republic,03:27.0
1585,Athletics,Women's 4 x 400m Relay,atlanta-1996,BRONZE,France,03:28.5
1586,Athletics,Men's 4 x 100m Relay,atlanta-1996,GOLD,Canada,00:37.7
1587,Athletics,Men's 4 x 100m Relay,atlanta-1996,SILVER,United States of America,00:38.1
1588,Athletics,Men's 4 x 100m Relay,atlanta-1996,BRONZE,Brazil,00:38.4
1589,Athletics,Men's 4 x 100m Relay,atlanta-1996,BRONZE,Ukraine,00:38.6
1590,Athletics,Men's 4 x 100m Relay,atlanta-1996,BRONZE,Sweden,00:38.7
1591,Athletics,Men's 4 x 100m Relay,atlanta-1996,BRONZE,Cuba,00:39.4
1592,Athletics,Men's 4 x 400m Relay,atlanta-1996,GOLD,United States of America,02:56.0
1593,Athletics,Men's 4 x 400m Relay,atlanta-1996,SILVER,Great Britain,02:56.6
1594,Athletics,Men's 4 x 400m Relay,atlanta-1996,BRONZE,Jamaica,02:59.4
1595,Athletics,Men's 4 x 400m Relay,atlanta-1996,BRONZE,Senegal,03:00.6
1596,Athletics,Men's 4 x 400m Relay,atlanta-1996,BRONZE,Japan,03:00.8
1597,Athletics,Men's 4 x 400m Relay,atlanta-1996,BRONZE,Poland,03:01.0
1598,Athletics,Men's 4 x 400m Relay,atlanta-1996,BRONZE,Bahamas,03:02.7
1599,Swimming,Women's 4 x 200m Freestyle Relay,atlanta-1996,GOLD,United States of America,07:59.9
1600,Swimming,Women's 4 x 200m Freestyle Relay,atlanta-1996,SILVER,Germany,08:01.6
1601,Swimming,Women's 4 x 200m Freestyle Relay,atlanta-1996,BRONZE,Australia,08:05.5
1602,Swimming,Women's 4 x 200m Freestyle Relay,atlanta-1996,BRONZE,Japan,08:07.5
1603,Swimming,Women's 4 x 200m Freestyle Relay,atlanta-1996,BRONZE,Canada,08:08.2
1604,Swimming,Women's 4 x 200m Freestyle Relay,atlanta-1996,BRONZE,Netherlands,08:08.5
1605,Swimming,Women's 4 x 200m Freestyle Relay,atlanta-1996,BRONZE,Romania,08:10.0
1606,Swimming,Women's 4 x 200m Freestyle Relay,atlanta-1996,BRONZE,People's Republic of China,08:15.4
1607,Swimming,Women's 4 x 200m Freestyle Relay,atlanta-1996,BRONZE,Sweden,08:15.4
1608,Swimming,Women's 4 x 200m Freestyle Relay,atlanta-1996,BRONZE,Great Britain,08:15.4
1609,Swimming,Women's 4 x 200m Freestyle Relay,atlanta-1996,BRONZE,New Zealand,08:15.4
1610,Swimming,Women's 4 x 200m Freestyle Relay,atlanta-1996,BRONZE,Russian Federation,08:15.4
1611,Swimming,Women's 4 x 200m Freestyle Relay,atlanta-1996,BRONZE,Denmark,08:15.4
1612,Swimming,Women's 4 x 200m Freestyle Relay,atlanta-1996,BRONZE,France,08:15.4
1613,Swimming,Women's 4 x 200m Freestyle Relay,atlanta-1996,BRONZE,Czech Republic,08:15.4
1614,Swimming,Women's 4 x 200m Freestyle Relay,atlanta-1996,BRONZE,Switzerland,08:15.4
1615,Swimming,Women's 4 x 200m Freestyle Relay,atlanta-1996,BRONZE,Belarus,08:15.4
1616,Swimming,Women's 4 x 200m Freestyle Relay,atlanta-1996,BRONZE,Republic of Korea,08:15.4
1617,Swimming,Women's 4 x 200m Freestyle Relay,atlanta-1996,BRONZE,Chinese Taipei,08:15.4
1618,Swimming,Women's 4 x 200m Freestyle Relay,atlanta-1996,BRONZE,Kyrgyzstan,08:15.4
1619,Swimming,Women's 4 x 200m Freestyle Relay,atlanta-1996,BRONZE,Argentina,08:15.4
1620,Swimming,Men's 4 x 100m Freestyle Relay,atlanta-1996,GOLD,United States of America,03:15.4
1621,Swimming,Men's 4 x 100m Freestyle Relay,atlanta-1996,SILVER,Russian Federation,03:17.1
1622,Swimming,Men's 4 x 100m Freestyle Relay,atlanta-1996,BRONZE,Germany,03:17.2
1623,Swimming,Men's 4 x 100m Freestyle Relay,atlanta-1996,BRONZE,Brazil,03:18.3
1624,Swimming,Men's 4 x 100m Freestyle Relay,atlanta-1996,BRONZE,Netherlands,03:19.0
1625,Swimming,Men's 4 x 100m Freestyle Relay,atlanta-1996,BRONZE,Australia,03:20.1
1626,Swimming,Men's 4 x 100m Freestyle Relay,atlanta-1996,BRONZE,Sweden,03:20.2
1627,Swimming,Men's 4 x 100m Freestyle Relay,atlanta-1996,BRONZE,Great Britain,03:21.5
1628,Swimming,Men's 4 x 100m Freestyle Relay,atlanta-1996,BRONZE,New Zealand,03:21.5
1629,Swimming,Men's 4 x 100m Freestyle Relay,atlanta-1996,BRONZE,Romania,03:21.5
1630,Swimming,Men's 4 x 100m Freestyle Relay,atlanta-1996,BRONZE,France,03:21.5
1631,Swimming,Men's 4 x 100m Freestyle Relay,atlanta-1996,BRONZE,Finland,03:21.5
1632,Swimming,Men's 4 x 100m Freestyle Relay,atlanta-1996,BRONZE,Venezuela,03:21.5
1633,Swimming,Men's 4 x 100m Freestyle Relay,atlanta-1996,BRONZE,Croatia,03:21.5
1634,Swimming,Men's 4 x 100m Freestyle Relay,atlanta-1996,BRONZE,Ecuador,03:21.5
1635,Swimming,Men's 4 x 100m Freestyle Relay,atlanta-1996,BRONZE,Puerto Rico,03:21.5
1636,Swimming,Men's 4 x 100m Freestyle Relay,atlanta-1996,BRONZE,Uzbekistan,03:21.5
1637,Swimming,Men's 4 x 100m Freestyle Relay,atlanta-1996,BRONZE,Kyrgyzstan,03:21.5
1638,Swimming,Men's 4 x 100m Freestyle Relay,atlanta-1996,BRONZE,Kazakhstan,03:21.5
1639,Swimming,Men's 4 x 100m Freestyle Relay,atlanta-1996,BRONZE,Singapore,03:21.5
1640,Swimming,Men's 4 x 100m Freestyle Relay,atlanta-1996,GOLD,United States of America,03:39.3
1641,Swimming,Men's 4 x 100m Freestyle Relay,atlanta-1996,SILVER,People's Republic of China,03:40.5
1642,Swimming,Men's 4 x 100m Freestyle Relay,atlanta-1996,BRONZE,Germany,03:41.5
1643,Swimming,Men's 4 x 100m Freestyle Relay,atlanta-1996,BRONZE,Netherlands,03:42.4
1644,Swimming,Men's 4 x 100m Freestyle Relay,atlanta-1996,BRONZE,Sweden,03:44.9
1645,Swimming,Men's 4 x 100m Freestyle Relay,atlanta-1996,BRONZE,Australia,03:45.3
1646,Swimming,Men's 4 x 100m Freestyle Relay,atlanta-1996,BRONZE,Canada,03:46.3
1647,Swimming,Men's 4 x 100m Freestyle Relay,atlanta-1996,BRONZE,Russian Federation,03:46.3
1648,Swimming,Men's 4 x 100m Freestyle Relay,atlanta-1996,BRONZE,Great Britain,03:46.3
1649,Swimming,Men's 4 x 100m Freestyle Relay,atlanta-1996,BRONZE,France,03:46.3
1650,Swimming,Men's 4 x 100m Freestyle Relay,atlanta-1996,BRONZE,Romania,03:46.3
1651,Swimming,Men's 4 x 100m Freestyle Relay,atlanta-1996,BRONZE,Japan,03:46.3
1652,Swimming,Men's 4 x 100m Freestyle Relay,atlanta-1996,BRONZE,Denmark,03:46.3
1653,Swimming,Men's 4 x 100m Freestyle Relay,atlanta-1996,BRONZE,Spain,03:46.3
1654,Swimming,Men's 4 x 100m Freestyle Relay,atlanta-1996,BRONZE,Belarus,03:46.3
1655,Swimming,Men's 4 x 100m Freestyle Relay,atlanta-1996,BRONZE,Finland,03:46.3
1656,Swimming,Men's 4 x 100m Freestyle Relay,atlanta-1996,BRONZE,Switzerland,03:46.3
1657,Swimming,Men's 4 x 100m Freestyle Relay,atlanta-1996,BRONZE,Chinese Taipei,03:46.3
1658,Swimming,Men's 4 x 100m Freestyle Relay,atlanta-1996,BRONZE,Republic of Korea,03:46.3
1659,Swimming,Men's 4 x 200m Freestyle Relay,atlanta-1996,GOLD,United States of America,07:14.8
1660,Swimming,Men's 4 x 200m Freestyle Relay,atlanta-1996,SILVER,Sweden,07:17.6
1661,Swimming,Men's 4 x 200m Freestyle Relay,atlanta-1996,BRONZE,Germany,07:17.7
1662,Swimming,Men's 4 x 200m Freestyle Relay,atlanta-1996,BRONZE,Australia,07:18.5
1663,Swimming,Men's 4 x 200m Freestyle Relay,atlanta-1996,BRONZE,Great Britain,07:18.7
1664,Swimming,Men's 4 x 200m Freestyle Relay,atlanta-1996,BRONZE,Italy,07:19.9
1665,Swimming,Men's 4 x 200m Freestyle Relay,atlanta-1996,BRONZE,Netherlands,07:22.0
1666,Swimming,Men's 4 x 200m Freestyle Relay,atlanta-1996,BRONZE,France,07:24.9
1667,Swimming,Men's 4 x 200m Freestyle Relay,atlanta-1996,BRONZE,New Zealand,07:24.9
1668,Swimming,Men's 4 x 200m Freestyle Relay,atlanta-1996,BRONZE,Brazil,07:24.9
1669,Swimming,Men's 4 x 200m Freestyle Relay,atlanta-1996,BRONZE,Venezuela,07:24.9
1670,Swimming,Men's 4 x 200m Freestyle Relay,atlanta-1996,BRONZE,Uzbekistan,07:24.9
1671,Swimming,Men's 4 x 200m Freestyle Relay,atlanta-1996,BRONZE,Croatia,07:24.9
1672,Swimming,Men's 4 x 200m Freestyle Relay,atlanta-1996,BRONZE,Singapore,07:24.9
1673,Swimming,Men's 4 x 200m Freestyle Relay,atlanta-1996,BRONZE,Republic of Korea,07:24.9
1674,Swimming,Men's 4 x 200m Freestyle Relay,atlanta-1996,BRONZE,Ecuador,07:24.9
1675,Swimming,Men's 4 x 200m Freestyle Relay,atlanta-1996,BRONZE,Kyrgyzstan,07:24.9
1676,Athletics,Women's 4 x 400m Relay,barcelona-1992,GOLD,Unified Team,03:20.2
1677,Athletics,Women's 4 x 400m Relay,barcelona-1992,SILVER,United States of America,03:20.9
1678,Athletics,Women's 4 x 400m Relay,barcelona-1992,BRONZE,Great Britain,03:24.2
1679,Athletics,Women's 4 x 400m Relay,barcelona-1992,BRONZE,Canada,03:25.2
1680,Athletics,Women's 4 x 400m Relay,barcelona-1992,BRONZE,Jamaica,03:25.7
1681,Athletics,Women's 4 x 400m Relay,barcelona-1992,BRONZE,Germany,03:26.4
1682,Athletics,Women's 4 x 400m Relay,barcelona-1992,BRONZE,Australia,03:26.4
1683,Athletics,Women's 4 x 400m Relay,barcelona-1992,BRONZE,Portugal,03:36.8
1684,Athletics,Men's 4 x 100m Relay,barcelona-1992,GOLD,United States of America,00:37.4
1685,Athletics,Men's 4 x 100m Relay,barcelona-1992,SILVER,Nigeria,00:38.0
1686,Athletics,Men's 4 x 100m Relay,barcelona-1992,BRONZE,Cuba,00:38.0
1687,Athletics,Men's 4 x 100m Relay,barcelona-1992,BRONZE,Great Britain,00:38.1
1688,Athletics,Men's 4 x 100m Relay,barcelona-1992,BRONZE,Unified Team,00:38.2
1689,Athletics,Men's 4 x 100m Relay,barcelona-1992,BRONZE,Japan,00:38.8
1690,Athletics,Men's 4 x 100m Relay,barcelona-1992,BRONZE,Austria,00:39.3
1691,Athletics,Men's 4 x 100m Relay,barcelona-1992,BRONZE,Ivory Coast,00:39.3
1692,Athletics,Women's 4 x 100m Relay,barcelona-1992,GOLD,United States of America,00:42.1
1693,Athletics,Women's 4 x 100m Relay,barcelona-1992,SILVER,Unified Team,00:42.2
1694,Athletics,Women's 4 x 100m Relay,barcelona-1992,BRONZE,Nigeria,00:42.8
1695,Athletics,Women's 4 x 100m Relay,barcelona-1992,BRONZE,France,00:42.9
1696,Athletics,Women's 4 x 100m Relay,barcelona-1992,BRONZE,Germany,00:43.1
1697,Athletics,Women's 4 x 100m Relay,barcelona-1992,BRONZE,Australia,00:43.8
1698,Athletics,Men's 4 x 400m Relay,barcelona-1992,GOLD,United States of America,02:55.7
1699,Athletics,Men's 4 x 400m Relay,barcelona-1992,SILVER,Cuba,02:59.5
1700,Athletics,Men's 4 x 400m Relay,barcelona-1992,BRONZE,Great Britain,02:59.7
1701,Athletics,Men's 4 x 400m Relay,barcelona-1992,BRONZE,Brazil,03:01.6
1702,Athletics,Men's 4 x 400m Relay,barcelona-1992,BRONZE,Nigeria,03:01.7
1703,Athletics,Men's 4 x 400m Relay,barcelona-1992,BRONZE,Italy,03:02.2
1704,Athletics,Men's 4 x 400m Relay,barcelona-1992,BRONZE,Trinidad and Tobago,03:03.3
1705,Swimming,Men's 4 x 100m Freestyle Relay,barcelona-1992,GOLD,United States of America,03:16.7
1706,Swimming,Men's 4 x 100m Freestyle Relay,barcelona-1992,SILVER,Unified Team,03:17.6
1707,Swimming,Men's 4 x 100m Freestyle Relay,barcelona-1992,BRONZE,Germany,03:17.9
1708,Swimming,Men's 4 x 100m Freestyle Relay,barcelona-1992,BRONZE,France,03:19.2
1709,Swimming,Men's 4 x 100m Freestyle Relay,barcelona-1992,BRONZE,Sweden,03:20.1
1710,Swimming,Men's 4 x 100m Freestyle Relay,barcelona-1992,BRONZE,Brazil,03:21.0
1711,Swimming,Men's 4 x 100m Freestyle Relay,barcelona-1992,BRONZE,Great Britain,03:21.7
1712,Swimming,Men's 4 x 100m Freestyle Relay,barcelona-1992,BRONZE,Australia,03:22.0
1713,Swimming,Men's 4 x 100m Freestyle Relay,barcelona-1992,BRONZE,New Zealand,03:22.0
1714,Swimming,Men's 4 x 100m Freestyle Relay,barcelona-1992,BRONZE,Italy,03:22.0
1715,Swimming,Men's 4 x 100m Freestyle Relay,barcelona-1992,BRONZE,South Africa,03:22.0
1716,Swimming,Men's 4 x 100m Freestyle Relay,barcelona-1992,BRONZE,Puerto Rico,03:22.0
1717,Swimming,Men's 4 x 100m Freestyle Relay,barcelona-1992,BRONZE,Guam,03:22.0
1718,Swimming,Men's 4 x 100m Freestyle Relay,barcelona-1992,BRONZE,Finland,03:22.0
1719,Swimming,Men's 4 x 100m Freestyle Relay,barcelona-1992,BRONZE,"Hong Kong, China",03:22.0
1720,Swimming,Men's 4 x 100m Freestyle Relay,barcelona-1992,BRONZE,Bermuda,03:22.0
1721,Swimming,Men's 4 x 100m Freestyle Relay,barcelona-1992,BRONZE,Guatemala,03:22.0
1722,Swimming,Men's 4 x 100m Freestyle Relay,barcelona-1992,BRONZE,United Arab Emirates,03:22.0
1723,Swimming,Men's 4 x 200m Freestyle Relay,barcelona-1992,GOLD,Unified Team,07:11.9
1724,Swimming,Men's 4 x 200m Freestyle Relay,barcelona-1992,SILVER,Sweden,07:15.5
1725,Swimming,Men's 4 x 200m Freestyle Relay,barcelona-1992,BRONZE,United States of America,07:16.2
1726,Swimming,Men's 4 x 200m Freestyle Relay,barcelona-1992,BRONZE,Germany,07:16.6
1727,Swimming,Men's 4 x 200m Freestyle Relay,barcelona-1992,BRONZE,Italy,07:18.1
1728,Swimming,Men's 4 x 200m Freestyle Relay,barcelona-1992,BRONZE,Great Britain,07:22.6
1729,Swimming,Men's 4 x 200m Freestyle Relay,barcelona-1992,BRONZE,Brazil,07:24.0
1730,Swimming,Men's 4 x 200m Freestyle Relay,barcelona-1992,BRONZE,Australia,07:24.0
1731,Swimming,Men's 4 x 200m Freestyle Relay,barcelona-1992,BRONZE,Canada,07:24.0
1732,Swimming,Men's 4 x 200m Freestyle Relay,barcelona-1992,BRONZE,France,07:24.0
1733,Swimming,Men's 4 x 200m Freestyle Relay,barcelona-1992,BRONZE,New Zealand,07:24.0
1734,Swimming,Men's 4 x 200m Freestyle Relay,barcelona-1992,BRONZE,Finland,07:24.0
1735,Swimming,Men's 4 x 200m Freestyle Relay,barcelona-1992,BRONZE,Poland,07:24.0
1736,Swimming,Men's 4 x 200m Freestyle Relay,barcelona-1992,BRONZE,Norway,07:24.0
1737,Swimming,Men's 4 x 200m Freestyle Relay,barcelona-1992,BRONZE,Puerto Rico,07:24.0
1738,Swimming,Men's 4 x 200m Freestyle Relay,barcelona-1992,BRONZE,"Hong Kong, China",07:24.0
1739,Swimming,Men's 4 x 200m Freestyle Relay,barcelona-1992,BRONZE,Guatemala,07:24.0
1740,Swimming,Men's 4 x 200m Freestyle Relay,barcelona-1992,BRONZE,United Arab Emirates,07:24.0
1741,Swimming,Men's 4 x 100m Freestyle Relay,barcelona-1992,GOLD,United States of America,03:39.5
1742,Swimming,Men's 4 x 100m Freestyle Relay,barcelona-1992,SILVER,People's Republic of China,03:40.1
1743,Swimming,Men's 4 x 100m Freestyle Relay,barcelona-1992,BRONZE,Germany,03:41.6
1744,Swimming,Men's 4 x 100m Freestyle Relay,barcelona-1992,BRONZE,Unified Team,03:43.7
1745,Swimming,Men's 4 x 100m Freestyle Relay,barcelona-1992,BRONZE,Netherlands,03:43.7
1746,Swimming,Men's 4 x 100m Freestyle Relay,barcelona-1992,BRONZE,Denmark,03:47.8
1747,Swimming,Men's 4 x 100m Freestyle Relay,barcelona-1992,BRONZE,Sweden,03:48.5
1748,Swimming,Men's 4 x 100m Freestyle Relay,barcelona-1992,BRONZE,Canada,03:49.4
1749,Swimming,Men's 4 x 100m Freestyle Relay,barcelona-1992,BRONZE,Australia,03:49.4
1750,Swimming,Men's 4 x 100m Freestyle Relay,barcelona-1992,BRONZE,Japan,03:49.4
1751,Swimming,Men's 4 x 100m Freestyle Relay,barcelona-1992,BRONZE,France,03:49.4
1752,Swimming,Men's 4 x 100m Freestyle Relay,barcelona-1992,BRONZE,Romania,03:49.4
1753,Swimming,Men's 4 x 100m Freestyle Relay,barcelona-1992,BRONZE,Mauritius,03:49.4
1754,Athletics,Women's 4 x 400m Relay,seoul-1988,GOLD,Soviet Union,03:15.2
1755,Athletics,Women's 4 x 400m Relay,seoul-1988,SILVER,United States of America,03:15.5
1756,Athletics,Women's 4 x 400m Relay,seoul-1988,BRONZE,German Democratic Republic (Germany),03:18.3
1757,Athletics,Women's 4 x 400m Relay,seoul-1988,BRONZE,Federal Republic of Germany,03:22.5
1758,Athletics,Women's 4 x 400m Relay,seoul-1988,BRONZE,Jamaica,03:23.1
1759,Athletics,Women's 4 x 400m Relay,seoul-1988,BRONZE,Great Britain,03:26.9
1760,Athletics,Women's 4 x 400m Relay,seoul-1988,BRONZE,France,03:29.4
1761,Athletics,Men's 4 x 100m Relay,seoul-1988,GOLD,Soviet Union,00:38.2
1762,Athletics,Men's 4 x 100m Relay,seoul-1988,SILVER,Great Britain,00:38.3
1763,Athletics,Men's 4 x 100m Relay,seoul-1988,BRONZE,France,00:38.4
1764,Athletics,Men's 4 x 100m Relay,seoul-1988,BRONZE,Jamaica,00:38.5
1765,Athletics,Men's 4 x 100m Relay,seoul-1988,BRONZE,Italy,00:38.5
1766,Athletics,Men's 4 x 100m Relay,seoul-1988,BRONZE,Federal Republic of Germany,00:38.6
1767,Athletics,Men's 4 x 100m Relay,seoul-1988,BRONZE,Canada,00:38.9
1768,Athletics,Men's 4 x 100m Relay,seoul-1988,BRONZE,Hungary,00:39.2
1769,Athletics,Men's 4 x 400m Relay,seoul-1988,GOLD,United States of America,02:56.2
1770,Athletics,Men's 4 x 400m Relay,seoul-1988,SILVER,Jamaica,03:00.3
1771,Athletics,Men's 4 x 400m Relay,seoul-1988,BRONZE,Federal Republic of Germany,03:00.6
1772,Athletics,Men's 4 x 400m Relay,seoul-1988,BRONZE,German Democratic Republic (Germany),03:01.1
1773,Athletics,Men's 4 x 400m Relay,seoul-1988,BRONZE,Great Britain,03:02.0
1774,Athletics,Men's 4 x 400m Relay,seoul-1988,BRONZE,Australia,03:02.5
1775,Athletics,Men's 4 x 400m Relay,seoul-1988,BRONZE,Nigeria,03:02.5
1776,Athletics,Men's 4 x 400m Relay,seoul-1988,BRONZE,Kenya,03:04.7
1777,Athletics,Women's 4 x 100m Relay,seoul-1988,GOLD,United States of America,00:42.0
1778,Athletics,Women's 4 x 100m Relay,seoul-1988,SILVER,German Democratic Republic (Germany),00:42.1
1779,Athletics,Women's 4 x 100m Relay,seoul-1988,BRONZE,Soviet Union,00:42.8
1780,Athletics,Women's 4 x 100m Relay,seoul-1988,BRONZE,Federal Republic of Germany,00:42.8
1781,Athletics,Women's 4 x 100m Relay,seoul-1988,BRONZE,Bulgaria,00:43.0
1782,Athletics,Women's 4 x 100m Relay,seoul-1988,BRONZE,Poland,00:43.9
1783,Athletics,Women's 4 x 100m Relay,seoul-1988,BRONZE,France,00:44.0
1784,Swimming,Men's 4 x 200m Freestyle Relay,seoul-1988,GOLD,United States of America,07:12.5
1785,Swimming,Men's 4 x 200m Freestyle Relay,seoul-1988,SILVER,German Democratic Republic (Germany),07:13.7
1786,Swimming,Men's 4 x 200m Freestyle Relay,seoul-1988,BRONZE,Federal Republic of Germany,07:14.4
1787,Swimming,Men's 4 x 200m Freestyle Relay,seoul-1988,BRONZE,Australia,07:15.2
1788,Swimming,Men's 4 x 200m Freestyle Relay,seoul-1988,BRONZE,Italy,07:16.0
1789,Swimming,Men's 4 x 200m Freestyle Relay,seoul-1988,BRONZE,Sweden,07:19.1
1790,Swimming,Men's 4 x 200m Freestyle Relay,seoul-1988,BRONZE,France,07:24.7
1791,Swimming,Men's 4 x 200m Freestyle Relay,seoul-1988,BRONZE,Canada,07:24.9
1792,Swimming,Men's 4 x 200m Freestyle Relay,seoul-1988,BRONZE,Great Britain,07:24.9
1793,Swimming,Men's 4 x 200m Freestyle Relay,seoul-1988,BRONZE,Brazil,07:24.9
1794,Swimming,Men's 4 x 200m Freestyle Relay,seoul-1988,BRONZE,Denmark,07:24.9
1795,Swimming,Men's 4 x 200m Freestyle Relay,seoul-1988,BRONZE,Republic of Korea,07:24.9
1796,Swimming,Men's 4 x 200m Freestyle Relay,seoul-1988,BRONZE,US Virgin Islands,07:24.9
1797,Swimming,Men's 4 x 200m Freestyle Relay,seoul-1988,BRONZE,United Arab Emirates,07:24.9
1798,Swimming,Men's 4 x 200m Freestyle Relay,seoul-1988,BRONZE,Mexico,07:24.9
1799,Swimming,Men's 4 x 200m Freestyle Relay,seoul-1988,BRONZE,Soviet Union,07:24.9
1800,Swimming,Men's 4 x 100m Freestyle Relay,seoul-1988,GOLD,United States of America,03:16.5
1801,Swimming,Men's 4 x 100m Freestyle Relay,seoul-1988,SILVER,Soviet Union,03:18.3
1802,Swimming,Men's 4 x 100m Freestyle Relay,seoul-1988,BRONZE,German Democratic Republic (Germany),03:19.8
1803,Swimming,Men's 4 x 100m Freestyle Relay,seoul-1988,BRONZE,France,03:20.0
1804,Swimming,Men's 4 x 100m Freestyle Relay,seoul-1988,BRONZE,Sweden,03:21.1
1805,Swimming,Men's 4 x 100m Freestyle Relay,seoul-1988,BRONZE,Federal Republic of Germany,03:21.6
1806,Swimming,Men's 4 x 100m Freestyle Relay,seoul-1988,BRONZE,Great Britain,03:21.7
1807,Swimming,Men's 4 x 100m Freestyle Relay,seoul-1988,BRONZE,Italy,03:22.9
1808,Swimming,Men's 4 x 100m Freestyle Relay,seoul-1988,BRONZE,Canada,03:22.9
1809,Swimming,Men's 4 x 100m Freestyle Relay,seoul-1988,BRONZE,Denmark,03:22.9
1810,Swimming,Men's 4 x 100m Freestyle Relay,seoul-1988,BRONZE,Netherlands,03:22.9
1811,Swimming,Men's 4 x 100m Freestyle Relay,seoul-1988,BRONZE,Brazil,03:22.9
1812,Swimming,Men's 4 x 100m Freestyle Relay,seoul-1988,BRONZE,Mexico,03:22.9
1813,Swimming,Men's 4 x 100m Freestyle Relay,seoul-1988,BRONZE,Portugal,03:22.9
1814,Swimming,Men's 4 x 100m Freestyle Relay,seoul-1988,BRONZE,Singapore,03:22.9
1815,Swimming,Men's 4 x 100m Freestyle Relay,seoul-1988,BRONZE,"Hong Kong, China",03:22.9
1816,Swimming,Men's 4 x 100m Freestyle Relay,seoul-1988,BRONZE,Republic of Korea,03:22.9
1817,Swimming,Men's 4 x 100m Freestyle Relay,seoul-1988,BRONZE,US Virgin Islands,03:22.9
1818,Swimming,Men's 4 x 100m Freestyle Relay,seoul-1988,BRONZE,United Arab Emirates,03:22.9
1819,Swimming,Men's 4 x 100m Freestyle Relay,seoul-1988,BRONZE,People's Republic of China,03:22.9
1820,Swimming,Men's 4 x 100m Freestyle Relay,seoul-1988,BRONZE,Egypt,03:22.9
1821,Swimming,Men's 4 x 100m Freestyle Relay,seoul-1988,BRONZE,Austria,03:22.9
1822,Swimming,Men's 4 x 100m Freestyle Relay,seoul-1988,GOLD,German Democratic Republic (Germany),03:40.6
1823,Swimming,Men's 4 x 100m Freestyle Relay,seoul-1988,SILVER,Netherlands,03:43.4
1824,Swimming,Men's 4 x 100m Freestyle Relay,seoul-1988,BRONZE,United States of America,03:44.2
1825,Swimming,Men's 4 x 100m Freestyle Relay,seoul-1988,BRONZE,People's Republic of China,03:44.7
1826,Swimming,Men's 4 x 100m Freestyle Relay,seoul-1988,BRONZE,Soviet Union,03:45.0
1827,Swimming,Men's 4 x 100m Freestyle Relay,seoul-1988,BRONZE,Canada,03:46.8
1828,Swimming,Men's 4 x 100m Freestyle Relay,seoul-1988,BRONZE,Federal Republic of Germany,03:46.9
1829,Swimming,Men's 4 x 100m Freestyle Relay,seoul-1988,BRONZE,Denmark,03:49.2
1830,Swimming,Men's 4 x 100m Freestyle Relay,seoul-1988,BRONZE,Sweden,03:49.2
1831,Swimming,Men's 4 x 100m Freestyle Relay,seoul-1988,BRONZE,Great Britain,03:49.2
1832,Swimming,Men's 4 x 100m Freestyle Relay,seoul-1988,BRONZE,Brazil,03:49.2
1833,Swimming,Men's 4 x 100m Freestyle Relay,seoul-1988,BRONZE,Costa Rica,03:49.2
1834,Swimming,Men's 4 x 100m Freestyle Relay,seoul-1988,BRONZE,Republic of Korea,03:49.2
1835,Swimming,Men's 4 x 100m Freestyle Relay,seoul-1988,BRONZE,"Hong Kong, China",03:49.2
1836,Swimming,Men's 4 x 100m Freestyle Relay,seoul-1988,BRONZE,Chinese Taipei,03:49.2
1837,Swimming,Men's 4 x 100m Freestyle Relay,los-angeles-1984,GOLD,United States of America,03:43.4
1838,Swimming,Men's 4 x 100m Freestyle Relay,los-angeles-1984,SILVER,Netherlands,03:44.4
1839,Swimming,Men's 4 x 100m Freestyle Relay,los-angeles-1984,BRONZE,Federal Republic of Germany,03:45.6
1840,Swimming,Men's 4 x 100m Freestyle Relay,los-angeles-1984,BRONZE,Australia,03:47.8
1841,Swimming,Men's 4 x 100m Freestyle Relay,los-angeles-1984,BRONZE,Canada,03:49.5
1842,Swimming,Men's 4 x 100m Freestyle Relay,los-angeles-1984,BRONZE,Great Britain,03:50.1
1843,Swimming,Men's 4 x 100m Freestyle Relay,los-angeles-1984,BRONZE,Sweden,03:51.2
1844,Swimming,Men's 4 x 100m Freestyle Relay,los-angeles-1984,BRONZE,France,03:52.2
1845,Swimming,Men's 4 x 100m Freestyle Relay,los-angeles-1984,BRONZE,Italy,03:52.2
1846,Swimming,Men's 4 x 100m Freestyle Relay,los-angeles-1984,BRONZE,Japan,03:52.2
1847,Swimming,Men's 4 x 100m Freestyle Relay,los-angeles-1984,BRONZE,Mexico,03:52.2
