Race_id,discipline_title,event_title,slug_game,medal_type,country_name,value_unit
1289,Athletics,Women's 4 x 100m Relay,beijing-2008,BRONZE,Germany,00:43.3
1290,Athletics,Women's 4 x 100m Relay,beijing-2008,BRONZE,Russian Federation,00:43.3
1291,Athletics,Women's 4 x 400m Relay,beijing-2008,GOLD,United States of America,03:18.5
1292,Athletics,Women's 4 x 400m Relay,beijing-2008,SILVER,Jamaica,03:20.4
1293,Athletics,Women's 4 x 400m Relay,beijing-2008,BRONZE,Great Britain,03:22.7
1294,Athletics,Women's 4 x 400m Relay,beijing-2008,BRONZE,Cuba,03:23.2
1295,Athletics,Women's 4 x 400m Relay,beijing-2008,BRONZE,Nigeria,03:23.7
1296,Athletics,Women's 4 x 400m Relay,beijing-2008,BRONZE,Germany,03:28.5
1297,Athletics,Women's 4 x 400m Relay,beijing-2008,BRONZE,Russian Federation,03:28.5
1298,Athletics,Women's 4 x 400m Relay,beijing-2008,BRONZE,Belarus,03:28.5
1299,Athletics,Men's 4 x 100m Relay,beijing-2008,GOLD,Trinidad and Tobago,00:38.1
1300,Athletics,Men's 4 x 100m Relay,beijing-2008,SILVER,Japan,00:38.2
1301,Athletics,Men's 4 x 100m Relay,beijing-2008,BRONZE,Brazil,00:38.2
1302,Athletics,Men's 4 x 100m Relay,beijing-2008,BRONZE,Germany,00:38.6
1303,Athletics,Men's 4 x 100m Relay,beijing-2008,BRONZE,Canada,00:38.7
1304,Athletics,Men's 4 x 100m Relay,beijing-2008,BRONZE,Jamaica,00:38.7
1305,Athletics,Men's 4 x 400m Relay,beijing-2008,GOLD,United States of America,02:55.4
1306,Athletics,Men's 4 x 400m Relay,beijing-2008,SILVER,Bahamas,02:58.0
1307,Athletics,Men's 4 x 400m Relay,beijing-2008,BRONZE,Great Britain,02:58.8
1308,Athletics,Men's 4 x 400m Relay,beijing-2008,BRONZE,Belgium,02:59.4
1309,Athletics,Men's 4 x 400m Relay,beijing-2008,BRONZE,Australia,03:00.0
1310,Athletics,Men's 4 x 400m Relay,beijing-2008,BRONZE,Poland,03:00.3
1311,Athletics,Men's 4 x 400m Relay,beijing-2008,BRONZE,Jamaica,03:01.4
1312,Athletics,Men's 4 x 400m Relay,beijing-2008,BRONZE,Russian Federation,03:01.4
1313,Swimming,Men's 4 x 200m Freestyle Relay,beijing-2008,GOLD,United States of America,06:58.6
1314,Swimming,Men's 4 x 200m Freestyle Relay,beijing-2008,SILVER,Russian Federation,07:03.7
1315,Swimming,Men's 4 x 200m Freestyle Relay,beijing-2008,BRONZE,Australia,07:05.0
1316,Swimming,Men's 4 x 200m Freestyle Relay,beijing-2008,BRONZE,Italy,07:05.4
1317,Swimming,Men's 4 x 200m Freestyle Relay,beijing-2008,BRONZE,Canada,07:05.8
1318,Swimming,Men's 4 x 200m Freestyle Relay,beijing-2008,BRONZE,Great Britain,07:05.9
1319,Swimming,Men's 4 x 200m Freestyle Relay,beijing-2008,BRONZE,Japan,07:10.3
1320,Swimming,Men's 4 x 200m Freestyle Relay,beijing-2008,BRONZE,South Africa,07:13.0
1321,Swimming,Men's 4 x 200m Freestyle Relay,beijing-2008,BRONZE,Austria,07:13.0
1322,Swimming,Men's 4 x 200m Freestyle Relay,beijing-2008,BRONZE,People's Republic of China,07:13.0
1323,Swimming,Men's 4 x 200m Freestyle Relay,beijing-2008,BRONZE,France,07:13.0
1324,Swimming,Men's 4 x 200m Freestyle Relay,beijing-2008,BRONZE,Germany,07:13.0
1325,Swimming,Men's 4 x 200m Freestyle Relay,beijing-2008,BRONZE,Hungary,07:13.0
1326,Swimming,Men's 4 x 200m Freestyle Relay,beijing-2008,BRONZE,Poland,07:13.0
1327,Swimming,Men's 4 x 200m Freestyle Relay,beijing-2008,BRONZE,Greece,07:13.0
1328,Swimming,Men's 4 x 200m Freestyle Relay,beijing-2008,BRONZE,Brazil,07:13.0
1329,Swimming,Men's 4 x 100m Freestyle Relay,beijing-2008,GOLD,Netherlands,03:33.8
1330,Swimming,Men's 4 x 100m Freestyle Relay,beijing-2008,SILVER,United States of America,03:34.3
1331,Swimming,Men's 4 x 100m Freestyle Relay,beijing-2008,BRONZE,Australia,03:35.0
1332,Swimming,Men's 4 x 100m Freestyle Relay,beijing-2008,BRONZE,People's Republic of China,03:35.6
1333,Swimming,Men's 4 x 100m Freestyle Relay,beijing-2008,BRONZE,Germany,03:36.8
1334,Swimming,Men's 4 x 100m Freestyle Relay,beijing-2008,BRONZE,France,03:37.7
1335,Swimming,Men's 4 x 100m Freestyle Relay,beijing-2008,BRONZE,Great Britain,03:38.2
1336,Swimming,Men's 4 x 100m Freestyle Relay,beijing-2008,BRONZE,Canada,03:38.3
1337,Swimming,Men's 4 x 100m Freestyle Relay,beijing-2008,BRONZE,Japan,03:38.3
1338,Swimming,Men's 4 x 100m Freestyle Relay,beijing-2008,BRONZE,Italy,03:38.3
1339,Swimming,Men's 4 x 100m Freestyle Relay,beijing-2008,BRONZE,Sweden,03:38.3
1340,Swimming,Men's 4 x 100m Freestyle Relay,beijing-2008,BRONZE,Russian Federation,03:38.3
1341,Swimming,Men's 4 x 100m Freestyle Relay,beijing-2008,BRONZE,Brazil,03:38.3
1342,Swimming,Men's 4 x 100m Freestyle Relay,beijing-2008,BRONZE,Ukraine,03:38.3
1343,Swimming,Men's 4 x 100m Freestyle Relay,beijing-2008,BRONZE,South Africa,03:38.3
1344,Swimming,Men's 4 x 100m Freestyle Relay,beijing-2008,BRONZE,Belarus,03:38.3
1345,Swimming,Women's 4 x 200m Freestyle Relay,beijing-2008,GOLD,Australia,07:44.3
1346,Swimming,Women's 4 x 200m Freestyle Relay,beijing-2008,SILVER,People's Republic of China,07:45.9
1347,Swimming,Women's 4 x 200m Freestyle Relay,beijing-2008,BRONZE,United States of America,07:46.3
1348,Swimming,Women's 4 x 200m Freestyle Relay,beijing-2008,BRONZE,Italy,07:49.8
1349,Swimming,Women's 4 x 200m Freestyle Relay,beijing-2008,BRONZE,France,07:50.7
1350,Swimming,Women's 4 x 200m Freestyle Relay,beijing-2008,BRONZE,Hungary,07:55.5
1351,Swimming,Women's 4 x 200m Freestyle Relay,beijing-2008,BRONZE,Japan,07:57.6
1352,Swimming,Women's 4 x 200m Freestyle Relay,beijing-2008,BRONZE,Sweden,07:59.8
1353,Swimming,Women's 4 x 200m Freestyle Relay,beijing-2008,BRONZE,Great Britain,07:59.8
1354,Swimming,Women's 4 x 200m Freestyle Relay,beijing-2008,BRONZE,Canada,07:59.8
1355,Swimming,Women's 4 x 200m Freestyle Relay,beijing-2008,BRONZE,Netherlands,07:59.8
1356,Swimming,Women's 4 x 200m Freestyle Relay,beijing-2008,BRONZE,Germany,07:59.8
1357,Swimming,Women's 4 x 200m Freestyle Relay,beijing-2008,BRONZE,Denmark,07:59.8
1358,Swimming,Women's 4 x 200m Freestyle Relay,beijing-2008,BRONZE,Spain,07:59.8
1359,Swimming,Women's 4 x 200m Freestyle Relay,beijing-2008,BRONZE,Poland,07:59.8
1360,Swimming,Women's 4 x 200m Freestyle Relay,beijing-2008,BRONZE,New Zealand,07:59.8
1361,Swimming,Men's 4 x 100m Freestyle Relay,beijing-2008,GOLD,United States of America,03:08.2
1362,Swimming,Men's 4 x 100m Freestyle Relay,beijing-2008,SILVER,France,03:08.3
1363,Swimming,Men's 4 x 100m Freestyle Relay,beijing-2008,BRONZE,Australia,03:09.9
1364,Swimming,Men's 4 x 100m Freestyle Relay,beijing-2008,BRONZE,Italy,03:11.5
1365,Swimming,Men's 4 x 100m Freestyle Relay,beijing-2008,BRONZE,Sweden,03:11.9
1366,Swimming,Men's 4 x 100m Freestyle Relay,beijing-2008,BRONZE,Canada,03:12.3
1367,Swimming,Men's 4 x 100m Freestyle Relay,beijing-2008,BRONZE,South Africa,03:12.7
1368,Swimming,Men's 4 x 100m Freestyle Relay,beijing-2008,BRONZE,Great Britain,03:12.9
1369,Swimming,Men's 4 x 100m Freestyle Relay,beijing-2008,BRONZE,Russian Federation,03:12.9
1370,Swimming,Men's 4 x 100m Freestyle Relay,beijing-2008,BRONZE,Netherlands,03:12.9
1371,Swimming,Men's 4 x 100m Freestyle Relay,beijing-2008,BRONZE,New Zealand,03:12.9
1372,Swimming,Men's 4 x 100m Freestyle Relay,beijing-2008,BRONZE,People's Republic of China,03:12.9
1373,Swimming,Men's 4 x 100m Freestyle Relay,beijing-2008,BRONZE,Switzerland,03:12.9
1374,Swimming,Men's 4 x 100m Freestyle Relay,beijing-2008,BRONZE,Japan,03:12.9
1375,Swimming,Men's 4 x 100m Freestyle Relay,beijing-2008,BRONZE,Germany,03:12.9
1376,Swimming,Men's 4 x 100m Freestyle Relay,beijing-2008,BRONZE,Brazil,03:12.9
1377,Athletics,Women's 4 x 400m Relay,athens-2004,GOLD,United States of America,03:19.0
1378,Athletics,Women's 4 x 400m Relay,athens-2004,SILVER,Russian Federation,03:20.2
1379,Athletics,Women's 4 x 400m Relay,athens-2004,BRONZE,Jamaica,03:22.0
1380,Athletics,Women's 4 x 400m Relay,athens-2004,BRONZE,Great Britain,03:25.1
1381,Athletics,Women's 4 x 400m Relay,athens-2004,BRONZE,Poland,03:25.2
1382,Athletics,Women's 4 x 400m Relay,athens-2004,BRONZE,Romania,03:26.8
1383,Athletics,Women's 4 x 400m Relay,athens-2004,BRONZE,India,03:28.5
1384,Athletics,Women's 4 x 400m Relay,athens-2004,BRONZE,Greece,03:45.7
1385,Athletics,Men's 4 x 100m Relay,athens-2004,GOLD,Great Britain,00:38.1
1386,Athletics,Men's 4 x 100m Relay,athens-2004,SILVER,United States of America,00:38.1
1387,Athletics,Men's 4 x 100m Relay,athens-2004,BRONZE,Nigeria,00:38.2
1388,Athletics,Men's 4 x 100m Relay,athens-2004,BRONZE,Japan,00:38.5
1389,Athletics,Men's 4 x 100m Relay,athens-2004,BRONZE,Poland,00:38.5
1390,Athletics,Men's 4 x 100m Relay,athens-2004,BRONZE,Australia,00:38.6
1391,Athletics,Men's 4 x 100m Relay,athens-2004,BRONZE,Trinidad and Tobago,00:38.6
1392,Athletics,Men's 4 x 100m Relay,athens-2004,BRONZE,Brazil,00:38.7
1393,Athletics,Men's 4 x 400m Relay,athens-2004,GOLD,United States of America,02:55.9
1394,Athletics,Men's 4 x 400m Relay,athens-2004,SILVER,Australia,03:00.6
1395,Athletics,Men's 4 x 400m Relay,athens-2004,BRONZE,Nigeria,03:00.9
1396,Athletics,Men's 4 x 400m Relay,athens-2004,BRONZE,Japan,03:01.0
1397,Athletics,Men's 4 x 400m Relay,athens-2004,BRONZE,Great Britain,03:01.1
1398,Athletics,Men's 4 x 400m Relay,athens-2004,BRONZE,Bahamas,03:01.9
1399,Athletics,Men's 4 x 400m Relay,athens-2004,BRONZE,Germany,03:02.2
1400,Athletics,Men's 4 x 400m Relay,athens-2004,BRONZE,Botswana,03:02.5
1401,Athletics,Women's 4 x 100m Relay,athens-2004,GOLD,Jamaica,00:41.7
1402,Athletics,Women's 4 x 100m Relay,athens-2004,SILVER,Russian Federation,00:42.3
1403,Athletics,Women's 4 x 100m Relay,athens-2004,BRONZE,France,00:42.5
1404,Athletics,Women's 4 x 100m Relay,athens-2004,BRONZE,Bahamas,00:42.7
1405,Athletics,Women's 4 x 100m Relay,athens-2004,BRONZE,Belarus,00:42.9
1406,Athletics,Women's 4 x 100m Relay,athens-2004,BRONZE,Belgium,00:43.1
1407,Athletics,Women's 4 x 100m Relay,athens-2004,BRONZE,Nigeria,00:43.4
1408,Swimming,Men's 4 x 100m Freestyle Relay,athens-2004,GOLD,Australia,03:35.9
1409,Swimming,Men's 4 x 100m Freestyle Relay,athens-2004,SILVER,United States of America,03:36.4
1410,Swimming,Men's 4 x 100m Freestyle Relay,athens-2004,BRONZE,Netherlands,03:37.6
1411,Swimming,Men's 4 x 100m Freestyle Relay,athens-2004,BRONZE,Germany,03:37.9
1412,Swimming,Men's 4 x 100m Freestyle Relay,athens-2004,BRONZE,France,03:40.2
1413,Swimming,Men's 4 x 100m Freestyle Relay,athens-2004,BRONZE,Great Britain,03:40.8
1414,Swimming,Men's 4 x 100m Freestyle Relay,athens-2004,BRONZE,Sweden,03:41.2
1415,Swimming,Men's 4 x 100m Freestyle Relay,athens-2004,BRONZE,People's Republic of China,03:42.9
1416,Swimming,Men's 4 x 100m Freestyle Relay,athens-2004,BRONZE,Republic of Korea,03:42.9
1417,Swimming,Men's 4 x 100m Freestyle Relay,athens-2004,BRONZE,Italy,03:42.9
1418,Swimming,Men's 4 x 100m Freestyle Relay,athens-2004,BRONZE,Belarus,03:42.9
1419,Swimming,Men's 4 x 100m Freestyle Relay,athens-2004,BRONZE,Brazil,03:42.9
1420,Swimming,Men's 4 x 100m Freestyle Relay,athens-2004,BRONZE,Czech Republic,03:42.9
1421,Swimming,Men's 4 x 100m Freestyle Relay,athens-2004,BRONZE,Spain,03:42.9
1422,Swimming,Men's 4 x 100m Freestyle Relay,athens-2004,BRONZE,Switzerland,03:42.9
1423,Swimming,Men's 4 x 100m Freestyle Relay,athens-2004,BRONZE,Greece,03:42.9
1424,Swimming,Men's 4 x 100m Freestyle Relay,athens-2004,GOLD,South Africa,03:13.2
1425,Swimming,Men's 4 x 100m Freestyle Relay,athens-2004,SILVER,Netherlands,03:14.4
1426,Swimming,Men's 4 x 100m Freestyle Relay,athens-2004,BRONZE,United States of America,03:14.6
1427,Swimming,Men's 4 x 100m Freestyle Relay,athens-2004,BRONZE,Russian Federation,03:15.7
1428,Swimming,Men's 4 x 100m Freestyle Relay,athens-2004,BRONZE,Italy,03:15.7
1429,Swimming,Men's 4 x 100m Freestyle Relay,athens-2004,BRONZE,Australia,03:15.8
1430,Swimming,Men's 4 x 100m Freestyle Relay,athens-2004,BRONZE,France,03:16.2
1431,Swimming,Men's 4 x 100m Freestyle Relay,athens-2004,BRONZE,Germany,03:17.2
1432,Swimming,Men's 4 x 100m Freestyle Relay,athens-2004,BRONZE,Canada,03:17.2
1433,Swimming,Men's 4 x 100m Freestyle Relay,athens-2004,BRONZE,Ukraine,03:17.2
1434,Swimming,Men's 4 x 100m Freestyle Relay,athens-2004,BRONZE,Lithuania,03:17.2
1435,Swimming,Men's 4 x 100m Freestyle Relay,athens-2004,BRONZE,Croatia,03:17.2
1436,Swimming,Men's 4 x 100m Freestyle Relay,athens-2004,BRONZE,Greece,03:17.2
1437,Swimming,Men's 4 x 100m Freestyle Relay,athens-2004,BRONZE,People's Republic of China,03:17.2
1438,Swimming,Men's 4 x 100m Freestyle Relay,athens-2004,BRONZE,Sweden,03:17.2
1439,Swimming,Men's 4 x 200m Freestyle Relay,athens-2004,GOLD,United States of America,07:07.3
1440,Swimming,Men's 4 x 200m Freestyle Relay,athens-2004,SILVER,Australia,07:07.5
1441,Swimming,Men's 4 x 200m Freestyle Relay,athens-2004,BRONZE,Italy,07:11.8
1442,Swimming,Men's 4 x 200m Freestyle Relay,athens-2004,BRONZE,Great Britain,07:12.6
1443,Swimming,Men's 4 x 200m Freestyle Relay,athens-2004,BRONZE,Canada,07:13.3
1444,Swimming,Men's 4 x 200m Freestyle Relay,athens-2004,BRONZE,Germany,07:16.5
1445,Swimming,Men's 4 x 200m Freestyle Relay,athens-2004,BRONZE,France,07:17.4
1446,Swimming,Men's 4 x 200m Freestyle Relay,athens-2004,BRONZE,Greece,07:23.0
1447,Swimming,Men's 4 x 200m Freestyle Relay,athens-2004,BRONZE,Brazil,07:23.0
1448,Swimming,Men's 4 x 200m Freestyle Relay,athens-2004,BRONZE,People's Republic of China,07:23.0
1449,Swimming,Men's 4 x 200m Freestyle Relay,athens-2004,BRONZE,Russian Federation,07:23.0
1450,Swimming,Men's 4 x 200m Freestyle Relay,athens-2004,BRONZE,Ukraine,07:23.0
1451,Swimming,Men's 4 x 200m Freestyle Relay,athens-2004,BRONZE,Czech Republic,07:23.0
1452,Swimming,Men's 4 x 200m Freestyle Relay,athens-2004,BRONZE,Portugal,07:23.0
1453,Swimming,Men's 4 x 200m Freestyle Relay,athens-2004,BRONZE,Mexico,07:23.0
1454,Swimming,Men's 4 x 200m Freestyle Relay,athens-2004,BRONZE,Hungary,07:23.0
1455,Swimming,Women's 4 x 200m Freestyle Relay,athens-2004,GOLD,United States of America,07:53.4
1456,Swimming,Women's 4 x 200m Freestyle Relay,athens-2004,SILVER,People's Republic of China,07:56.0
1457,Swimming,Women's 4 x 200m Freestyle Relay,athens-2004,BRONZE,Germany,07:57.4
1458,Swimming,Women's 4 x 200m Freestyle Relay,athens-2004,BRONZE,Australia,07:57.4
1459,Swimming,Women's 4 x 200m Freestyle Relay,athens-2004,BRONZE,Great Britain,07:59.1
1460,Swimming,Women's 4 x 200m Freestyle Relay,athens-2004,BRONZE,Spain,08:02.1
1461,Swimming,Women's 4 x 200m Freestyle Relay,athens-2004,BRONZE,Brazil,08:05.3
1462,Swimming,Women's 4 x 200m Freestyle Relay,athens-2004,BRONZE,Sweden,08:08.3
1463,Swimming,Women's 4 x 200m Freestyle Relay,athens-2004,BRONZE,Netherlands,08:08.3
1464,Swimming,Women's 4 x 200m Freestyle Relay,athens-2004,BRONZE,France,08:08.3
1465,Swimming,Women's 4 x 200m Freestyle Relay,athens-2004,BRONZE,Romania,08:08.3
1466,Swimming,Women's 4 x 200m Freestyle Relay,athens-2004,BRONZE,Switzerland,08:08.3
1467,Swimming,Women's 4 x 200m Freestyle Relay,athens-2004,BRONZE,New Zealand,08:08.3
1468,Swimming,Women's 4 x 200m Freestyle Relay,athens-2004,BRONZE,Italy,08:08.3
1469,Swimming,Women's 4 x 200m Freestyle Relay,athens-2004,BRONZE,Greece,08:08.3
1470,Swimming,Women's 4 x 200m Freestyle Relay,athens-2004,BRONZE,Slovenia,08:08.3
1471,Athletics,Men's 4 x 400m Relay,sydney-2000,GOLD,Nigeria,02:58.7
1472,Athletics,Men's 4 x 400m Relay,sydney-2000,SILVER,Jamaica,02:58.8
1473,Athletics,Men's 4 x 400m Relay,sydney-2000,BRONZE,Bahamas,02:59.2
1474,Athletics,Men's 4 x 400m Relay,sydney-2000,BRONZE,France,03:01.0
1475,Athletics,Men's 4 x 400m Relay,sydney-2000,BRONZE,Great Britain,03:01.2
1476,Athletics,Men's 4 x 400m Relay,sydney-2000,BRONZE,Poland,03:03.2
1477,Athletics,Men's 4 x 400m Relay,sydney-2000,BRONZE,Australia,03:03.9
1478,Athletics,Men's 4 x 400m Relay,sydney-2000,BRONZE,United States of America,03:03.9
1479,Athletics,Women's 4 x 400m Relay,sydney-2000,GOLD,United States of America,03:22.6
1480,Athletics,Women's 4 x 400m Relay,sydney-2000,SILVER,Jamaica,03:23.2
1481,Athletics,Women's 4 x 400m Relay,sydney-2000,BRONZE,Russian Federation,03:23.5
1482,Athletics,Women's 4 x 400m Relay,sydney-2000,BRONZE,Nigeria,03:23.8
1483,Athletics,Women's 4 x 400m Relay,sydney-2000,BRONZE,Australia,03:23.8
1484,Athletics,Women's 4 x 400m Relay,sydney-2000,BRONZE,Great Britain,03:25.7
1485,Athletics,Women's 4 x 400m Relay,sydney-2000,BRONZE,Czech Republic,03:29.2
1486,Athletics,Women's 4 x 400m Relay,sydney-2000,BRONZE,Cuba,03:29.5
1487,Athletics,Women's 4 x 100m Relay,sydney-2000,GOLD,Bahamas,00:42.0
1488,Athletics,Women's 4 x 100m Relay,sydney-2000,SILVER,Jamaica,00:42.1
1489,Athletics,Women's 4 x 100m Relay,sydney-2000,BRONZE,United States of America,00:42.2
1490,Athletics,Women's 4 x 100m Relay,sydney-2000,BRONZE,France,00:42.4
1491,Athletics,Women's 4 x 100m Relay,sydney-2000,BRONZE,Russian Federation,00:43.0
1492,Athletics,Women's 4 x 100m Relay,sydney-2000,BRONZE,Germany,00:43.1
1493,Athletics,Women's 4 x 100m Relay,sydney-2000,BRONZE,Nigeria,00:44.0
1494,Athletics,Women's 4 x 100m Relay,sydney-2000,BRONZE,People's Republic of China,00:44.9
1495,Athletics,Men's 4 x 100m Relay,sydney-2000,GOLD,United States of America,00:37.6
1496,Athletics,Men's 4 x 100m Relay,sydney-2000,SILVER,Brazil,00:37.9
1497,Athletics,Men's 4 x 100m Relay,sydney-2000,BRONZE,Cuba,00:38.0
1498,Athletics,Men's 4 x 100m Relay,sydney-2000,BRONZE,Jamaica,00:38.2
1499,Athletics,Men's 4 x 100m Relay,sydney-2000,BRONZE,France,00:38.5
1500,Athletics,Men's 4 x 100m Relay,sydney-2000,BRONZE,Japan,00:38.7
1501,Athletics,Men's 4 x 100m Relay,sydney-2000,BRONZE,Italy,00:38.7
1502,Athletics,Men's 4 x 100m Relay,sydney-2000,BRONZE,Poland,00:39.0
1503,Swimming,Men's 4 x 100m Freestyle Relay,sydney-2000,GOLD,United States of America,03:36.6
1504,Swimming,Men's 4 x 100m Freestyle Relay,sydney-2000,SILVER,Netherlands,03:39.8
1505,Swimming,Men's 4 x 100m Freestyle Relay,sydney-2000,BRONZE,Sweden,03:40.3
1506,Swimming,Men's 4 x 100m Freestyle Relay,sydney-2000,BRONZE,Germany,03:40.3
1507,Swimming,Men's 4 x 100m Freestyle Relay,sydney-2000,BRONZE,Great Britain,03:40.5
1508,Swimming,Men's 4 x 100m Freestyle Relay,sydney-2000,BRONZE,Australia,03:40.9
1509,Swimming,Men's 4 x 100m Freestyle Relay,sydney-2000,BRONZE,Canada,03:42.9
1510,Swimming,Men's 4 x 100m Freestyle Relay,sydney-2000,BRONZE,Italy,03:44.5
1511,Swimming,Men's 4 x 100m Freestyle Relay,sydney-2000,BRONZE,People's Republic of China,03:44.5
1512,Swimming,Men's 4 x 100m Freestyle Relay,sydney-2000,BRONZE,Russian Federation,03:44.5
1513,Swimming,Men's 4 x 100m Freestyle Relay,sydney-2000,BRONZE,Belgium,03:44.5
1514,Swimming,Men's 4 x 100m Freestyle Relay,sydney-2000,BRONZE,Romania,03:44.5
1515,Swimming,Men's 4 x 100m Freestyle Relay,sydney-2000,BRONZE,Ukraine,03:44.5
1516,Swimming,Men's 4 x 200m Freestyle Relay,sydney-2000,GOLD,Australia,07:07.1
1517,Swimming,Men's 4 x 200m Freestyle Relay,sydney-2000,SILVER,United States of America,07:12.6
1518,Swimming,Men's 4 x 200m Freestyle Relay,sydney-2000,BRONZE,Netherlands,07:12.7
1519,Swimming,Men's 4 x 200m Freestyle Relay,sydney-2000,BRONZE,Italy,07:12.9
1520,Swimming,Men's 4 x 200m Freestyle Relay,sydney-2000,BRONZE,Great Britain,07:13.0
1521,Swimming,Men's 4 x 200m Freestyle Relay,sydney-2000,BRONZE,Germany,07:20.2
1522,Swimming,Men's 4 x 200m Freestyle Relay,sydney-2000,BRONZE,Canada,07:21.9
1523,Swimming,Men's 4 x 200m Freestyle Relay,sydney-2000,BRONZE,Russian Federation,07:24.4
1524,Swimming,Men's 4 x 200m Freestyle Relay,sydney-2000,BRONZE,Romania,07:24.4
1525,Swimming,Men's 4 x 200m Freestyle Relay,sydney-2000,BRONZE,Hungary,07:24.4
1526,Swimming,Men's 4 x 200m Freestyle Relay,sydney-2000,BRONZE,Denmark,07:24.4
1527,Swimming,Men's 4 x 200m Freestyle Relay,sydney-2000,BRONZE,Belarus,07:24.4
1528,Swimming,Men's 4 x 200m Freestyle Relay,sydney-2000,BRONZE,Brazil,07:24.4
1529,Swimming,Men's 4 x 200m Freestyle Relay,sydney-2000,BRONZE,Ukraine,07:24.4
1530,Swimming,Men's 4 x 200m Freestyle Relay,sydney-2000,BRONZE,Greece,07:24.4
1531,Swimming,Men's 4 x 200m Freestyle Relay,sydney-2000,BRONZE,Kyrgyzstan,07:24.4
1532,Swimming,Women's 4 x 200m Freestyle Relay,sydney-2000,GOLD,United States of America,07:57.8
1533,Swimming,Women's 4 x 200m Freestyle Relay,sydney-2000,SILVER,Australia,07:58.5
1534,Swimming,Women's 4 x 200m Freestyle Relay,sydney-2000,BRONZE,Germany,07:58.6
1535,Swimming,Women's 4 x 200m Freestyle Relay,sydney-2000,BRONZE,Romania,08:01.6
1536,Swimming,Women's 4 x 200m Freestyle Relay,sydney-2000,BRONZE,Canada,08:02.6
1537,Swimming,Women's 4 x 200m Freestyle Relay,sydney-2000,BRONZE,Great Britain,08:03.7
1538,Swimming,Women's 4 x 200m Freestyle Relay,sydney-2000,BRONZE,Italy,08:04.7
1539,Swimming,Women's 4 x 200m Freestyle Relay,sydney-2000,BRONZE,France,08:06.0
1540,Swimming,Women's 4 x 200m Freestyle Relay,sydney-2000,BRONZE,People's Republic of China,08:06.0
1541,Swimming,Women's 4 x 200m Freestyle Relay,sydney-2000,BRONZE,Russian Federation,08:06.0
1542,Swimming,Women's 4 x 200m Freestyle Relay,sydney-2000,BRONZE,Netherlands,08:06.0
1543,Swimming,Women's 4 x 200m Freestyle Relay,sydney-2000,BRONZE,Belgium,08:06.0
1544,Swimming,Women's 4 x 200m Freestyle Relay,sydney-2000,BRONZE,Spain,08:06.0
1545,Swimming,Women's 4 x 200m Freestyle Relay,sydney-2000,BRONZE,Kyrgyzstan,08:06.0
1546,Swimming,Women's 4 x 200m Freestyle Relay,sydney-2000,BRONZE,Ukraine,08:06.0
1547,Swimming,Men's 4 x 100m Freestyle Relay,sydney-2000,GOLD,Australia,03:13.7
1548,Swimming,Men's 4 x 100m Freestyle Relay,sydney-2000,SILVER,United States of America,03:13.9
1549,Swimming,Men's 4 x 100m Freestyle Relay,sydney-2000,BRONZE,Brazil,03:17.4
1550,Swimming,Men's 4 x 100m Freestyle Relay,sydney-2000,BRONZE,Germany,03:17.8
1551,Swimming,Men's 4 x 100m Freestyle Relay,sydney-2000,BRONZE,Italy,03:17.8
1552,Swimming,Men's 4 x 100m Freestyle Relay,sydney-2000,BRONZE,Sweden,03:19.6
1553,Swimming,Men's 4 x 100m Freestyle Relay,sydney-2000,BRONZE,France,03:21.0
1554,Swimming,Men's 4 x 100m Freestyle Relay,sydney-2000,BRONZE,Russian Federation,03:21.0
1555,Swimming,Men's 4 x 100m Freestyle Relay,sydney-2000,BRONZE,Great Britain,03:21.0
1556,Swimming,Men's 4 x 100m Freestyle Relay,sydney-2000,BRONZE,Belarus,03:21.0
1557,Swimming,Men's 4 x 100m Freestyle Relay,sydney-2000,BRONZE,South Africa,03:21.0
1558,Swimming,Men's 4 x 100m Freestyle Relay,sydney-2000,BRONZE,Ukraine,03:21.0
1559,Swimming,Men's 4 x 100m Freestyle Relay,sydney-2000,BRONZE,Canada,03:21.0
1560,Swimming,Men's 4 x 100m Freestyle Relay,sydney-2000,BRONZE,Israel,03:21.0
1561,Swimming,Men's 4 x 100m Freestyle Relay,sydney-2000,BRONZE,Spain,03:21.0
1562,Swimming,Men's 4 x 100m Freestyle Relay,sydney-2000,BRONZE,Lithuania,03:21.0
1563,Swimming,Men's 4 x 100m Freestyle Relay,sydney-2000,BRONZE,Venezuela,03:21.0
1564,Swimming,Men's 4 x 100m Freestyle Relay,sydney-2000,BRONZE,Denmark,03:21.0
1565,Swimming,Men's 4 x 100m Freestyle Relay,sydney-2000,BRONZE,Croatia,03:21.0
1566,Swimming,Men's 4 x 100m Freestyle Relay,sydney-2000,BRONZE,Kyrgyzstan,03:21.0
1567,Swimming,Men's 4 x 100m Freestyle Relay,sydney-2000,BRONZE,Kazakhstan,03:21.0
1568,Swimming,Men's 4 x 100m Freestyle Relay,sydney-2000,BRONZE,Netherlands,03:21.0
1569,Swimming,Men's 4 x 100m Freestyle Relay,sydney-2000,BRONZE,Uzbekistan,03:21.0
1570,Athletics,Women's 4 x 100m Relay,atlanta-1996,GOLD,United States of America,00:42.0
1571,Athletics,Women's 4 x 100m Relay,atlanta-1996,SILVER,Bahamas,00:42.1
1572,Athletics,Women's 4 x 100m Relay,atlanta-1996,BRONZE,Jamaica,00:42.2
